,size,avg,pr,slope,interaction
559,500,28.0,0.1,0.3023890527223344,distance
560,500,28.0,0.2,0.1975651091575746,random
561,500,28.0,0.2,0.2049286043322871,ordered
562,500,28.0,0.2,0.1961151502776281,degree
563,500,28.0,0.2,0.4038801827387199,distance
564,500,28.0,0.30000000000000004,0.28258571573787383,random
565,500,28.0,0.30000000000000004,0.29181941004688394,ordered
566,500,28.0,0.30000000000000004,0.28084280175023574,degree
567,500,28.0,0.30000000000000004,0.43220394689850006,distance
568,500,28.0,0.4,0.37818097365628955,random
569,500,28.0,0.4,0.40009924397549634,ordered
570,500,28.0,0.4,0.3862375307699304,degree
571,500,28.0,0.4,0.449788603480899,distance
572,500,28.0,0.5,0.4544541192131663,random
573,500,28.0,0.5,0.47916980227324596,ordered
574,500,28.0,0.5,0.4580179818656168,degree
575,500,28.0,0.5,0.46761579434605605,distance
576,500,30.0,0.0,0.01662590217933651,random
577,500,30.0,0.0,0.014704757413072278,ordered
578,500,30.0,0.0,0.01770237982056708,degree
579,500,30.0,0.0,0.015844347701157897,distance
580,500,30.0,0.1,0.10984685778397722,random
581,500,30.0,0.1,0.1095829315987255,ordered
582,500,30.0,0.1,0.10672848834259388,degree
583,500,30.0,0.1,0.3293366959095269,distance
584,500,30.0,0.2,0.20429668602604695,random
585,500,30.0,0.2,0.21950169225387203,ordered
586,500,30.0,0.2,0.21091926408733172,degree
587,500,30.0,0.2,0.4113003201748633,distance
588,500,30.0,0.30000000000000004,0.2894003641247016,random
589,500,30.0,0.30000000000000004,0.3080782150296289,ordered
590,500,30.0,0.30000000000000004,0.29042658056505277,degree
591,500,30.0,0.30000000000000004,0.4440120645271982,distance
592,500,30.0,0.4,0.38439301285635874,random
593,500,30.0,0.4,0.39923651350336126,ordered
594,500,30.0,0.4,0.38041645690044207,degree
595,500,30.0,0.4,0.4606608921785737,distance
596,500,30.0,0.5,0.4531642909603296,random
597,500,30.0,0.5,0.47125999952501285,ordered
598,500,30.0,0.5,0.4512922683737625,degree
599,500,30.0,0.5,0.46463434564200856,distance
600,500,30.0,0.0,0.011952876358818759,random
601,500,30.0,0.0,0.011728263650749882,ordered
602,500,30.0,0.0,0.014835993035477854,degree
603,500,30.0,0.0,0.014674877267338585,distance
604,500,30.0,0.1,0.10243753852224072,random
605,500,30.0,0.1,0.10464164726881504,ordered
606,500,30.0,0.1,0.10507174080439749,degree
607,500,30.0,0.1,0.31475301112948073,distance
608,500,30.0,0.2,0.20873922800251873,random
609,500,30.0,0.2,0.21823014557599918,ordered
610,500,30.0,0.2,0.21490189921664013,degree
611,500,30.0,0.2,0.41440769107263453,distance
612,500,30.0,0.30000000000000004,0.2978564646469404,random
613,500,30.0,0.30000000000000004,0.31329633088848136,ordered
614,500,30.0,0.30000000000000004,0.30881756297295954,degree
615,500,30.0,0.30000000000000004,0.44278199755821246,distance
616,500,30.0,0.4,0.3886788712414015,random
617,500,30.0,0.4,0.41493681593105053,ordered
618,500,30.0,0.4,0.3839964131443597,degree
619,500,30.0,0.4,0.46345616040469134,distance
620,500,30.0,0.5,0.4501616412110094,random
621,500,30.0,0.5,0.4722815210344022,ordered
622,500,30.0,0.5,0.45198695239466036,degree
623,500,30.0,0.5,0.46448968857656314,distance
624,500,32.0,0.0,0.014953313850390013,random
625,500,32.0,0.0,0.017430744156343415,ordered
626,500,32.0,0.0,0.015933971625768657,degree
627,500,32.0,0.0,0.01724517839040086,distance
628,500,32.0,0.1,0.10992825035819923,random
629,500,32.0,0.1,0.10873524516917923,ordered
630,500,32.0,0.1,0.1096804099957069,degree
631,500,32.0,0.1,0.33614164476321134,distance
632,500,32.0,0.2,0.21327511338894428,random
633,500,32.0,0.2,0.22062218985954832,ordered
634,500,32.0,0.2,0.21177410034817137,degree
635,500,32.0,0.2,0.41505953378617655,distance
636,500,32.0,0.30000000000000004,0.2996090732065614,random
637,500,32.0,0.30000000000000004,0.3151122056861846,ordered
638,500,32.0,0.30000000000000004,0.30216042773764024,degree
639,500,32.0,0.30000000000000004,0.443161861463373,distance
640,500,32.0,0.4,0.38408830991860704,random
641,500,32.0,0.4,0.4041747685694624,ordered
642,500,32.0,0.4,0.3827101408482408,degree
643,500,32.0,0.4,0.45336638515291183,distance
644,500,32.0,0.5,0.4578123897071829,random
645,500,32.0,0.5,0.4805973424093117,ordered
646,500,32.0,0.5,0.4506320635354168,degree
647,500,32.0,0.5,0.4743037625738188,distance
648,500,32.0,0.0,0.01695882541734185,random
649,500,32.0,0.0,0.014461889638470954,ordered
650,500,32.0,0.0,0.017076324156307603,degree
651,500,32.0,0.0,0.012896667047405214,distance
652,500,32.0,0.1,0.11388778216149757,random
653,500,32.0,0.1,0.1121870009864007,ordered
654,500,32.0,0.1,0.109410478351989,degree
655,500,32.0,0.1,0.34171432974954874,distance
656,500,32.0,0.2,0.19903905937406072,random
657,500,32.0,0.2,0.21434406681318272,ordered
658,500,32.0,0.2,0.21007625612809586,degree
659,500,32.0,0.2,0.41856745719802707,distance
660,500,32.0,0.30000000000000004,0.282789934615871,random
661,500,32.0,0.30000000000000004,0.2957238476646718,ordered
662,500,32.0,0.30000000000000004,0.2839903012357315,degree
663,500,32.0,0.30000000000000004,0.44609105264360827,distance
664,500,32.0,0.4,0.3986703403780619,random
665,500,32.0,0.4,0.4264705304961477,ordered
666,500,32.0,0.4,0.399065601878609,degree
667,500,32.0,0.4,0.46380360489219646,distance
668,500,32.0,0.5,0.4689615922660348,random
669,500,32.0,0.5,0.4749151111208321,ordered
670,500,32.0,0.5,0.464371208791706,degree
671,500,32.0,0.5,0.46535732366627747,distance
672,500,34.0,0.0,0.01757892345200165,random
673,500,34.0,0.0,0.016816299585086965,ordered
674,500,34.0,0.0,0.01573391055843674,degree
675,500,34.0,0.0,0.01208600242793999,distance
676,500,34.0,0.1,0.1152256805620198,random
677,500,34.0,0.1,0.11063673859078309,ordered
678,500,34.0,0.1,0.11291151829452681,degree
679,500,34.0,0.1,0.3502803416968704,distance
680,500,34.0,0.2,0.20845795646227033,random
681,500,34.0,0.2,0.21658974404623396,ordered
682,500,34.0,0.2,0.21132170601647013,degree
683,500,34.0,0.2,0.4249301485713845,distance
684,500,34.0,0.30000000000000004,0.3004605560687096,random
685,500,34.0,0.30000000000000004,0.3082953793918882,ordered
686,500,34.0,0.30000000000000004,0.29521059271073896,degree
687,500,34.0,0.30000000000000004,0.4509448272622886,distance
688,500,34.0,0.4,0.3923070103197831,random
689,500,34.0,0.4,0.4057921092000652,ordered
690,500,34.0,0.4,0.38949632156253755,degree
691,500,34.0,0.4,0.46231929683101436,distance
692,500,34.0,0.5,0.471484427888231,random
693,500,34.0,0.5,0.485840227009614,ordered
694,500,34.0,0.5,0.44782715344012347,degree
695,500,34.0,0.5,0.4755687069467144,distance
696,500,34.0,0.0,0.013150176559358216,random
697,500,34.0,0.0,0.018388508036295704,ordered
698,500,34.0,0.0,0.013405259551290608,degree
699,500,34.0,0.0,0.016171533161607916,distance
700,500,34.0,0.1,0.11229296309349075,random
701,500,34.0,0.1,0.12051938008643444,ordered
702,500,34.0,0.1,0.11979487363962546,degree
703,500,34.0,0.1,0.3596490011491156,distance
704,500,34.0,0.2,0.20842605754653984,random
705,500,34.0,0.2,0.21552968899098013,ordered
706,500,34.0,0.2,0.20378257809598557,degree
707,500,34.0,0.2,0.4245312770621693,distance
708,500,34.0,0.30000000000000004,0.30305541818420256,random
709,500,34.0,0.30000000000000004,0.3234240668470794,ordered
710,500,34.0,0.30000000000000004,0.3110494688509996,degree
711,500,34.0,0.30000000000000004,0.44513235131540174,distance
712,500,34.0,0.4,0.3945945716247969,random
713,500,34.0,0.4,0.4120849962271101,ordered
714,500,34.0,0.4,0.389889297831635,degree
715,500,34.0,0.4,0.4605339605424203,distance
716,500,34.0,0.5,0.4593546121994456,random
717,500,34.0,0.5,0.47900644055791464,ordered
718,500,34.0,0.5,0.4540272168447218,degree
719,500,34.0,0.5,0.47479405877628755,distance
720,500,36.0,0.0,0.014532100161966646,random
721,500,36.0,0.0,0.015781301004407413,ordered
722,500,36.0,0.0,0.013585971552479006,degree
723,500,36.0,0.0,0.015848373802886652,distance
724,500,36.0,0.1,0.11842665609693967,random
725,500,36.0,0.1,0.11623187687736283,ordered
726,500,36.0,0.1,0.11506853793826417,degree
727,500,36.0,0.1,0.3743797144693388,distance
728,500,36.0,0.2,0.22007714468615727,random
729,500,36.0,0.2,0.22226953159199864,ordered
730,500,36.0,0.2,0.22038614436884804,degree
731,500,36.0,0.2,0.4329273563903168,distance
732,500,36.0,0.30000000000000004,0.3114274438064543,random
733,500,36.0,0.30000000000000004,0.320016175627005,ordered
734,500,36.0,0.30000000000000004,0.30246795054310177,degree
735,500,36.0,0.30000000000000004,0.4571453112261474,distance
736,500,36.0,0.4,0.39529428684801304,random
737,500,36.0,0.4,0.42330943458881737,ordered
738,500,36.0,0.4,0.40310300034417323,degree
739,500,36.0,0.4,0.4673139945766588,distance
740,500,36.0,0.5,0.4613929513595396,random
741,500,36.0,0.5,0.48025822912944294,ordered
742,500,36.0,0.5,0.4635529145112497,degree
743,500,36.0,0.5,0.4762088240083965,distance
744,500,36.0,0.0,0.011835672046615408,random
745,500,36.0,0.0,0.01647916261015509,ordered
746,500,36.0,0.0,0.014614151450643037,degree
747,500,36.0,0.0,0.015405091624088391,distance
748,500,36.0,0.1,0.11479901670849138,random
749,500,36.0,0.1,0.11762125499795217,ordered
750,500,36.0,0.1,0.11308013576517531,degree
751,500,36.0,0.1,0.3619618381743416,distance
752,500,36.0,0.2,0.20458712030514747,random
753,500,36.0,0.2,0.21005042440072255,ordered
754,500,36.0,0.2,0.20215436516328414,degree
755,500,36.0,0.2,0.42547078632653834,distance
756,500,36.0,0.30000000000000004,0.30084173230915845,random
757,500,36.0,0.30000000000000004,0.32278323459629965,ordered
758,500,36.0,0.30000000000000004,0.30389503677626023,degree
759,500,36.0,0.30000000000000004,0.45438324002847813,distance
760,500,36.0,0.4,0.40603221205577655,random
761,500,36.0,0.4,0.4221222905526466,ordered
762,500,36.0,0.4,0.4034911302607894,degree
763,500,36.0,0.4,0.4673032607856917,distance
764,500,36.0,0.5,0.46980169613024164,random
765,500,36.0,0.5,0.48725256619695106,ordered
766,500,36.0,0.5,0.4595158315501636,degree
767,500,36.0,0.5,0.4790077956188458,distance
768,500,38.0,0.0,0.018245731874879732,random
769,500,38.0,0.0,0.014949227856166161,ordered
770,500,38.0,0.0,0.021056673172420007,degree
771,500,38.0,0.0,0.014436772454158062,distance
772,500,38.0,0.1,0.10716939488191612,random
773,500,38.0,0.1,0.11475583910246315,ordered
774,500,38.0,0.1,0.1134099214478399,degree
775,500,38.0,0.1,0.36537146721971536,distance
776,500,38.0,0.2,0.21595195751406143,random
777,500,38.0,0.2,0.22372259578033676,ordered
778,500,38.0,0.2,0.21312452094510137,degree
779,500,38.0,0.2,0.4325687805981504,distance
780,500,38.0,0.30000000000000004,0.30133091095528053,random
781,500,38.0,0.30000000000000004,0.31818930283693353,ordered
782,500,38.0,0.30000000000000004,0.3077343726842582,degree
783,500,38.0,0.30000000000000004,0.458111622781397,distance
784,500,38.0,0.4,0.4079361791392282,random
785,500,38.0,0.4,0.4218624454263221,ordered
786,500,38.0,0.4,0.40612159401488784,degree
787,500,38.0,0.4,0.4695241055404364,distance
788,500,38.0,0.5,0.4711482032289075,random
789,500,38.0,0.5,0.4900216852682265,ordered
790,500,38.0,0.5,0.46920817512976054,degree
791,500,38.0,0.5,0.4788232299886417,distance
792,500,38.0,0.0,0.01997810128175632,random
793,500,38.0,0.0,0.01550556660869368,ordered
794,500,38.0,0.0,0.013838201225737696,degree
795,500,38.0,0.0,0.014606993913517594,distance
796,500,38.0,0.1,0.11943295631278254,random
797,500,38.0,0.1,0.13088821259244426,ordered
798,500,38.0,0.1,0.13496685957765517,degree
799,500,38.0,0.1,0.3787091418172216,distance
800,500,38.0,0.2,0.21439765184130258,random
801,500,38.0,0.2,0.23409110978090228,ordered
802,500,38.0,0.2,0.21993789046582055,degree
803,500,38.0,0.2,0.4310591027517094,distance
804,500,38.0,0.30000000000000004,0.3133357735546135,random
805,500,38.0,0.30000000000000004,0.3241874678614649,ordered
806,500,38.0,0.30000000000000004,0.3076046149005932,degree
807,500,38.0,0.30000000000000004,0.46169130313707696,distance
808,500,38.0,0.4,0.4158111882680613,random
809,500,38.0,0.4,0.42943575470114154,ordered
810,500,38.0,0.4,0.41186435171592334,degree
811,500,38.0,0.4,0.47154039225627375,distance
812,500,38.0,0.5,0.47525271989885337,random
813,500,38.0,0.5,0.48080154631539396,ordered
814,500,38.0,0.5,0.46349213894572855,degree
815,500,38.0,0.5,0.4692823659171229,distance
816,500,40.0,0.0,0.02167520887606802,random
817,500,40.0,0.0,0.015387864113135192,ordered
818,500,40.0,0.0,0.017117125814605488,degree
819,500,40.0,0.0,0.017880181532690116,distance
820,500,40.0,0.1,0.11631771636041333,random
821,500,40.0,0.1,0.11445010211483635,ordered
822,500,40.0,0.1,0.1119724845225107,degree
823,500,40.0,0.1,0.37549807946421826,distance
824,500,40.0,0.2,0.22168172213487894,random
825,500,40.0,0.2,0.23412313461470338,ordered
826,500,40.0,0.2,0.22247206113247242,degree
827,500,40.0,0.2,0.43820039269080346,distance
828,500,40.0,0.30000000000000004,0.3270204057490796,random
829,500,40.0,0.30000000000000004,0.33093985759988376,ordered
830,500,40.0,0.30000000000000004,0.3135532668232417,degree
831,500,40.0,0.30000000000000004,0.4560143270295045,distance
832,500,40.0,0.4,0.3965454190958141,random
833,500,40.0,0.4,0.4066558738230498,ordered
834,500,40.0,0.4,0.39409120145602977,degree
835,500,40.0,0.4,0.47022518153863047,distance
836,500,40.0,0.5,0.4716876246922609,random
837,500,40.0,0.5,0.4885440432764222,ordered
838,500,40.0,0.5,0.47437711229551,degree
839,500,40.0,0.5,0.47675770811835677,distance
840,500,40.0,0.0,0.017380217551780836,random
841,500,40.0,0.0,0.021323711938472024,ordered
842,500,40.0,0.0,0.019161016789702705,degree
843,500,40.0,0.0,0.018385422876122284,distance
844,500,40.0,0.1,0.11931192273642036,random
845,500,40.0,0.1,0.12041435651385388,ordered
846,500,40.0,0.1,0.12213431592492249,degree
847,500,40.0,0.1,0.37556347446119026,distance
848,500,40.0,0.2,0.2102365042499811,random
849,500,40.0,0.2,0.21857793134321427,ordered
850,500,40.0,0.2,0.2184208376146876,degree
851,500,40.0,0.2,0.4375340407347058,distance
852,500,40.0,0.30000000000000004,0.29891388400137364,random
853,500,40.0,0.30000000000000004,0.31461445553881584,ordered
854,500,40.0,0.30000000000000004,0.31207599334323216,degree
855,500,40.0,0.30000000000000004,0.4594856757957295,distance
856,500,40.0,0.4,0.41424952269795706,random
857,500,40.0,0.4,0.43265172323603523,ordered
858,500,40.0,0.4,0.42098892751326067,degree
859,500,40.0,0.4,0.4734855397142043,distance
860,500,40.0,0.5,0.47229760459906833,random
861,500,40.0,0.5,0.49539774270450854,ordered
862,500,40.0,0.5,0.46764597973242017,degree
863,500,40.0,0.5,0.48324176555420273,distance
864,500,42.0,0.0,0.017353752641889545,random
865,500,42.0,0.0,0.019457188533880922,ordered
866,500,42.0,0.0,0.016664191949858152,degree
867,500,42.0,0.0,0.022310643216972112,distance
868,500,42.0,0.1,0.1307435706267433,random
869,500,42.0,0.1,0.12562163938823379,ordered
870,500,42.0,0.1,0.11718222060751446,degree
871,500,42.0,0.1,0.3898796613165569,distance
872,500,42.0,0.2,0.2114139055266277,random
873,500,42.0,0.2,0.21684895463724044,ordered
874,500,42.0,0.2,0.21534336121401187,degree
875,500,42.0,0.2,0.4386354156906315,distance
876,500,42.0,0.30000000000000004,0.30668657134866734,random
877,500,42.0,0.30000000000000004,0.3079431848093751,ordered
878,500,42.0,0.30000000000000004,0.30650152273874043,degree
879,500,42.0,0.30000000000000004,0.4599232704129242,distance
880,500,42.0,0.4,0.4236631799850377,random
881,500,42.0,0.4,0.4322745252244037,ordered
882,500,42.0,0.4,0.4281645367571896,degree
883,500,42.0,0.4,0.47357897524227965,distance
884,500,42.0,0.5,0.47641249971638644,random
885,500,42.0,0.5,0.4968648058177517,ordered
886,500,42.0,0.5,0.4731060074475081,degree
887,500,42.0,0.5,0.48823617947637865,distance
888,500,42.0,0.0,0.0190298260687288,random
889,500,42.0,0.0,0.014381632665475591,ordered
890,500,42.0,0.0,0.01579741447716391,degree
891,500,42.0,0.0,0.018029530330518278,distance
892,500,42.0,0.1,0.11660131528765076,random
893,500,42.0,0.1,0.12301513345731667,ordered
894,500,42.0,0.1,0.12006485249943419,degree
895,500,42.0,0.1,0.39026506851612364,distance
896,500,42.0,0.2,0.20855724422633642,random
897,500,42.0,0.2,0.21727899593572303,ordered
898,500,42.0,0.2,0.21624609614546125,degree
899,500,42.0,0.2,0.434311395803777,distance
900,500,42.0,0.30000000000000004,0.31835428271241895,random
901,500,42.0,0.30000000000000004,0.32541334305833314,ordered
902,500,42.0,0.30000000000000004,0.32404075128836746,degree
903,500,42.0,0.30000000000000004,0.4513881240736288,distance
904,500,42.0,0.4,0.41487428580490693,random
905,500,42.0,0.4,0.4288698671765016,ordered
906,500,42.0,0.4,0.4065268737327511,degree
907,500,42.0,0.4,0.46848008115227174,distance
908,500,42.0,0.5,0.4700282291181005,random
909,500,42.0,0.5,0.4827830907213532,ordered
910,500,42.0,0.5,0.46399358712438155,degree
911,500,42.0,0.5,0.48135542375302576,distance
912,500,44.0,0.0,0.018913575410723547,random
913,500,44.0,0.0,0.020928138513269197,ordered
914,500,44.0,0.0,0.01651833879221639,degree
915,500,44.0,0.0,0.019882724308665445,distance
916,500,44.0,0.1,0.1234068375100759,random
917,500,44.0,0.1,0.1291825974259457,ordered
918,500,44.0,0.1,0.12270759178603867,degree
919,500,44.0,0.1,0.4021427812263605,distance
920,500,44.0,0.2,0.22172925133799035,random
921,500,44.0,0.2,0.2288039743772988,ordered
922,500,44.0,0.2,0.21783249296694923,degree
923,500,44.0,0.2,0.4444545723072511,distance
924,500,44.0,0.30000000000000004,0.33162487724808754,random
925,500,44.0,0.30000000000000004,0.3383958530349023,ordered
926,500,44.0,0.30000000000000004,0.3254014213461168,degree
927,500,44.0,0.30000000000000004,0.46461363320950777,distance
928,500,44.0,0.4,0.4041637630549233,random
929,500,44.0,0.4,0.4221381859712511,ordered
930,500,44.0,0.4,0.40634047714385835,degree
931,500,44.0,0.4,0.4740533200118838,distance
932,500,44.0,0.5,0.4816758681266566,random
933,500,44.0,0.5,0.49382582241082007,ordered
934,500,44.0,0.5,0.47327864519674856,degree
935,500,44.0,0.5,0.48612181012559186,distance
936,500,44.0,0.0,0.017972653217553602,random
937,500,44.0,0.0,0.018065737328483746,ordered
938,500,44.0,0.0,0.018441043656516026,degree
939,500,44.0,0.0,0.017689663014627828,distance
940,500,44.0,0.1,0.12672070153034215,random
941,500,44.0,0.1,0.12896275257270923,ordered
942,500,44.0,0.1,0.12552030163851222,degree
943,500,44.0,0.1,0.40251413444880707,distance
944,500,44.0,0.2,0.2268601719983307,random
945,500,44.0,0.2,0.22898606062088014,ordered
946,500,44.0,0.2,0.2219460972365955,degree
947,500,44.0,0.2,0.4431080528877291,distance
948,500,44.0,0.30000000000000004,0.31438740926805886,random
949,500,44.0,0.30000000000000004,0.3209121058224503,ordered
950,500,44.0,0.30000000000000004,0.3174337346825498,degree
951,500,44.0,0.30000000000000004,0.4610484993101503,distance
952,500,44.0,0.4,0.41370329111716914,random
953,500,44.0,0.4,0.4388671032166619,ordered
954,500,44.0,0.4,0.42457376866890595,degree
955,500,44.0,0.4,0.47288619919315594,distance
956,500,44.0,0.5,0.4829996428667922,random
957,500,44.0,0.5,0.48918580005395357,ordered
958,500,44.0,0.5,0.4749756592228067,degree
959,500,44.0,0.5,0.4849725199827091,distance
960,500,46.0,0.0,0.024454544117304616,random
961,500,46.0,0.0,0.023217271828231262,ordered
962,500,46.0,0.0,0.022060111290807503,degree
963,500,46.0,0.0,0.02169120351707189,distance
964,500,46.0,0.1,0.11914523187568464,random
965,500,46.0,0.1,0.12157980608314385,ordered
966,500,46.0,0.1,0.11945300518323705,degree
967,500,46.0,0.1,0.4000877268285287,distance
968,500,46.0,0.2,0.23421541642850396,random
969,500,46.0,0.2,0.23682686821768714,ordered
970,500,46.0,0.2,0.23096589730336362,degree
971,500,46.0,0.2,0.4489762132075583,distance
972,500,46.0,0.30000000000000004,0.3171959898934111,random
973,500,46.0,0.30000000000000004,0.32818436645676663,ordered
974,500,46.0,0.30000000000000004,0.306733163720725,degree
975,500,46.0,0.30000000000000004,0.4647056166629323,distance
976,500,46.0,0.4,0.4240525677435184,random
977,500,46.0,0.4,0.44234897481314883,ordered
978,500,46.0,0.4,0.4270889680585224,degree
979,500,46.0,0.4,0.47693954282698403,distance
980,500,46.0,0.5,0.4752282043902394,random
981,500,46.0,0.5,0.5015756764054105,ordered
982,500,46.0,0.5,0.47226150486977225,degree
983,500,46.0,0.5,0.4877343557705255,distance
984,500,46.0,0.0,0.02023888652013705,random
985,500,46.0,0.0,0.01961183681203179,ordered
986,500,46.0,0.0,0.01753009544425925,degree
987,500,46.0,0.0,0.02328091490970389,distance
988,500,46.0,0.1,0.1197377626662843,random
989,500,46.0,0.1,0.1292273478806764,ordered
990,500,46.0,0.1,0.12623616498076837,degree
991,500,46.0,0.1,0.4063835342725577,distance
992,500,46.0,0.2,0.21848310397791343,random
993,500,46.0,0.2,0.2323288429086238,ordered
994,500,46.0,0.2,0.2210500071402611,degree
995,500,46.0,0.2,0.4437950815464746,distance
996,500,46.0,0.30000000000000004,0.30992808643586967,random
997,500,46.0,0.30000000000000004,0.32824503805674143,ordered
998,500,46.0,0.30000000000000004,0.3210940673032098,degree
999,500,46.0,0.30000000000000004,0.45447442281743855,distance
1000,500,46.0,0.4,0.41411711262929973,random
1001,500,46.0,0.4,0.42940563039208063,ordered
1002,500,46.0,0.4,0.4169353294106072,degree
1003,500,46.0,0.4,0.4803614132134043,distance
1004,500,46.0,0.5,0.4822192639502643,random
1005,500,46.0,0.5,0.49204233981713835,ordered
1006,500,46.0,0.5,0.4855004078079336,degree
1007,500,46.0,0.5,0.4863849317912724,distance
1008,500,48.0,0.0,0.021303780183303853,random
1009,500,48.0,0.0,0.0232720812149317,ordered
1010,500,48.0,0.0,0.01811548178743756,degree
1011,500,48.0,0.0,0.021600997901470444,distance
1012,500,48.0,0.1,0.11667176021767664,random
1013,500,48.0,0.1,0.11901307647744912,ordered
1014,500,48.0,0.1,0.1204918583602115,degree
1015,500,48.0,0.1,0.4059682500839975,distance
1016,500,48.0,0.2,0.2227862061979669,random
1017,500,48.0,0.2,0.22854012578841743,ordered
1018,500,48.0,0.2,0.22453085304025602,degree
1019,500,48.0,0.2,0.4394422913521975,distance
1020,500,48.0,0.30000000000000004,0.3270264648386175,random
1021,500,48.0,0.30000000000000004,0.32802561641166816,ordered
1022,500,48.0,0.30000000000000004,0.312426751791372,degree
1023,500,48.0,0.30000000000000004,0.4662921356980072,distance
1024,500,48.0,0.4,0.43035040537416763,random
1025,500,48.0,0.4,0.439723535524623,ordered
1026,500,48.0,0.4,0.41790662976138215,degree
1027,500,48.0,0.4,0.48685561113139986,distance
1028,500,48.0,0.5,0.48211554003344564,random
1029,500,48.0,0.5,0.4945653927826366,ordered
1030,500,48.0,0.5,0.4810877983923708,degree
1031,500,48.0,0.5,0.48511093453847104,distance
1032,500,48.0,0.0,0.018462463209082618,random
1033,500,48.0,0.0,0.018782676838955133,ordered
1034,500,48.0,0.0,0.019227924343641015,degree
1035,500,48.0,0.0,0.023349271061163378,distance
1036,500,48.0,0.1,0.13031314750129225,random
1037,500,48.0,0.1,0.1386479368211005,ordered
1038,500,48.0,0.1,0.1314084099617693,degree
1039,500,48.0,0.1,0.4008110083072801,distance
1040,500,48.0,0.2,0.22411672020639534,random
1041,500,48.0,0.2,0.23107183534532777,ordered
1042,500,48.0,0.2,0.23168498388670286,degree
1043,500,48.0,0.2,0.45323987687423467,distance
1044,500,48.0,0.30000000000000004,0.33225916684899315,random
1045,500,48.0,0.30000000000000004,0.34281800033330445,ordered
1046,500,48.0,0.30000000000000004,0.3299330594166416,degree
1047,500,48.0,0.30000000000000004,0.4678179803484449,distance
1048,500,48.0,0.4,0.4267571874156988,random
1049,500,48.0,0.4,0.44977199115120214,ordered
1050,500,48.0,0.4,0.4188534231700727,degree
1051,500,48.0,0.4,0.48422199811653377,distance
1052,500,48.0,0.5,0.4840677267280615,random
1053,500,48.0,0.5,0.49351441179767885,ordered
1054,500,48.0,0.5,0.48521424169641814,degree
1055,500,48.0,0.5,0.4911219815019721,distance
1056,500,50.0,0.0,0.019655745151944744,random
1057,500,50.0,0.0,0.0203563068888429,ordered
1058,500,50.0,0.0,0.020742032670948735,degree
1059,500,50.0,0.0,0.027501088513253214,distance
1060,500,50.0,0.1,0.1270030808635475,random
1061,500,50.0,0.1,0.1281713507016477,ordered
1062,500,50.0,0.1,0.12762808287747332,degree
1063,500,50.0,0.1,0.4139901832404157,distance
1064,500,50.0,0.2,0.2316508653522979,random
1065,500,50.0,0.2,0.23225016380162633,ordered
1066,500,50.0,0.2,0.23539369381002734,degree
1067,500,50.0,0.2,0.4526263234259991,distance
1068,500,50.0,0.30000000000000004,0.33740320165016063,random
1069,500,50.0,0.30000000000000004,0.33945582609509484,ordered
1070,500,50.0,0.30000000000000004,0.3338426881440858,degree
1071,500,50.0,0.30000000000000004,0.46477185826992307,distance
1072,500,50.0,0.4,0.43529736191716817,random
1073,500,50.0,0.4,0.4558416018450215,ordered
1074,500,50.0,0.4,0.4314220072024263,degree
1075,500,50.0,0.4,0.4888190171479776,distance
1076,500,50.0,0.5,0.4867102366402283,random
1077,500,50.0,0.5,0.49204693348042616,ordered
1078,500,50.0,0.5,0.4826396265828373,degree
1079,500,50.0,0.5,0.4847570707854831,distance
1080,500,50.0,0.0,0.021467444358330773,random
1081,500,50.0,0.0,0.019759149929099072,ordered
1082,500,50.0,0.0,0.020556986191065003,degree
1083,500,50.0,0.0,0.02595623039703368,distance
1084,500,50.0,0.1,0.1256507609721164,random
1085,500,50.0,0.1,0.13438882626711457,ordered
1086,500,50.0,0.1,0.12661631001864207,degree
1087,500,50.0,0.1,0.4122879472081932,distance
1088,500,50.0,0.2,0.23024752066463544,random
1089,500,50.0,0.2,0.23138455550866038,ordered
1090,500,50.0,0.2,0.23060284285897578,degree
1091,500,50.0,0.2,0.45287444898797996,distance
1092,500,50.0,0.30000000000000004,0.32564047738730406,random
1093,500,50.0,0.30000000000000004,0.34554685013692266,ordered
1094,500,50.0,0.30000000000000004,0.33492818733541097,degree
1095,500,50.0,0.30000000000000004,0.47240563593662827,distance
1096,500,50.0,0.4,0.428895430597544,random
1097,500,50.0,0.4,0.4434395312824755,ordered
1098,500,50.0,0.4,0.41690685228838864,degree
1099,500,50.0,0.4,0.48473951204945065,distance
1100,500,50.0,0.5,0.4820553385222456,random
1101,500,50.0,0.5,0.4982798727540665,ordered
1102,500,50.0,0.5,0.4744879829787688,degree
1103,500,50.0,0.5,0.495049197548429,distance
1104,500,52.0,0.0,0.02168584080265456,random
1105,500,52.0,0.0,0.025548836601567697,ordered
1106,500,52.0,0.0,0.022809208246617908,degree
1107,500,52.0,0.0,0.022618543266274674,distance
1108,500,52.0,0.1,0.1327027195434839,random
1109,500,52.0,0.1,0.1357721950578033,ordered
1110,500,52.0,0.1,0.1274538126956782,degree
1111,500,52.0,0.1,0.42607923035368633,distance
1112,500,52.0,0.2,0.2320161902348461,random
1113,500,52.0,0.2,0.2401551020096334,ordered
1114,500,52.0,0.2,0.23410627990217908,degree
1115,500,52.0,0.2,0.45602345401659594,distance
1116,500,52.0,0.30000000000000004,0.3322369430388224,random
