,size,avg,pc,cl,count_p,count_c,slope,interaction
368,500,15.62,0.4,0.19180402346624964,2542,1394,0.3735493234047033,random
369,500,15.62,0.4,0.19180402346624964,2542,1394,0.4271788545541752,ordered
370,500,15.62,0.4,0.19180402346624964,2542,1394,0.3617042364337678,degree
371,500,15.62,0.4,0.19180402346624964,2542,1394,0.36697651356483246,distance
372,500,15.636,0.6,0.21737888703325292,1901,2035,0.3648439406337754,random
373,500,15.636,0.6,0.21737888703325292,1901,2035,0.41320107869120715,ordered
374,500,15.636,0.6,0.21737888703325292,1901,2035,0.36344395881902397,degree
375,500,15.636,0.6,0.21737888703325292,1901,2035,0.36783317026477536,distance
376,500,15.66,0.8,0.2559760213632148,1192,2744,0.3039987990259613,random
377,500,15.66,0.8,0.2559760213632148,1192,2744,0.33408329761110556,ordered
378,500,15.66,0.8,0.2559760213632148,1192,2744,0.328182474760858,degree
379,500,15.66,0.8,0.2559760213632148,1192,2744,0.32271172125106407,distance
380,500,15.692,0.85,0.2814012322289278,1049,2887,0.2515389259809148,random
381,500,15.692,0.85,0.2814012322289278,1049,2887,0.2887037628094811,ordered
382,500,15.692,0.85,0.2814012322289278,1049,2887,0.2998838089342618,degree
383,500,15.692,0.85,0.2814012322289278,1049,2887,0.30180114270260994,distance
384,500,15.716,0.9,0.2927269908193565,868,3068,0.24877745414422522,random
385,500,15.716,0.9,0.2927269908193565,868,3068,0.26344712689412825,ordered
386,500,15.716,0.9,0.2927269908193565,868,3068,0.25481647007526165,degree
387,500,15.716,0.9,0.2927269908193565,868,3068,0.260871066639638,distance
388,500,15.716,0.95,0.34657857878251347,705,3231,0.17262342505894157,random
389,500,15.716,0.95,0.34657857878251347,705,3231,0.19098802645562438,ordered
390,500,15.716,0.95,0.34657857878251347,705,3231,0.20887245181521658,degree
391,500,15.716,0.95,0.34657857878251347,705,3231,0.2035296321584633,distance
392,500,15.728,1,0.38562372257434113,530,3406,0.06400014460797215,random
393,500,15.728,1,0.38562372257434113,530,3406,0.07777323491600543,ordered
394,500,15.728,1,0.38562372257434113,530,3406,0.08721267375572138,degree
395,500,15.728,1,0.38562372257434113,530,3406,0.05658026446527342,distance
396,500,15.744,0.0,0.0823339018904541,3936,0,0.39978806116983695,random
397,500,15.744,0.0,0.0823339018904541,3936,0,0.44307176436933265,ordered
398,500,15.744,0.0,0.0823339018904541,3936,0,0.3793204979104589,degree
399,500,15.744,0.0,0.0823339018904541,3936,0,0.3886847548237086,distance
400,500,15.652,0.2,0.14331190976367125,3239,697,0.3860089710407735,random
401,500,15.652,0.2,0.14331190976367125,3239,697,0.42349910770029686,ordered
402,500,15.652,0.2,0.14331190976367125,3239,697,0.36971592948805004,degree
403,500,15.652,0.2,0.14331190976367125,3239,697,0.37721822449504006,distance
404,500,15.636,0.4,0.17351419604976048,2581,1355,0.3758300860068201,random
405,500,15.636,0.4,0.17351419604976048,2581,1355,0.4191343474867632,ordered
406,500,15.636,0.4,0.17351419604976048,2581,1355,0.3625581814603146,degree
407,500,15.636,0.4,0.17351419604976048,2581,1355,0.3657943376850081,distance
408,500,15.628,0.6,0.21670234568674832,1883,2053,0.35926856460272966,random
409,500,15.628,0.6,0.21670234568674832,1883,2053,0.4006052021626858,ordered
410,500,15.628,0.6,0.21670234568674832,1883,2053,0.3626483268654115,degree
411,500,15.628,0.6,0.21670234568674832,1883,2053,0.3592972090800298,distance
412,500,15.668,0.8,0.25864800173387065,1206,2730,0.30410761483885396,random
413,500,15.668,0.8,0.25864800173387065,1206,2730,0.33217261282884997,ordered
414,500,15.668,0.8,0.25864800173387065,1206,2730,0.3250576564349205,degree
415,500,15.668,0.8,0.25864800173387065,1206,2730,0.3170741405140463,distance
416,500,15.664,0.85,0.28430147289501917,1055,2881,0.2861325341218225,random
417,500,15.664,0.85,0.28430147289501917,1055,2881,0.31046296875833046,ordered
418,500,15.664,0.85,0.28430147289501917,1055,2881,0.29926299055070626,degree
419,500,15.664,0.85,0.28430147289501917,1055,2881,0.3043597093392563,distance
420,500,15.688,0.9,0.30149162439382604,889,3047,0.23368246556430203,random
421,500,15.688,0.9,0.30149162439382604,889,3047,0.2581090092209683,ordered
422,500,15.688,0.9,0.30149162439382604,889,3047,0.2616667121022211,degree
423,500,15.688,0.9,0.30149162439382604,889,3047,0.24694612581153233,distance
424,500,15.712,0.95,0.31536637344878105,697,3239,0.18529254683891724,random
425,500,15.712,0.95,0.31536637344878105,697,3239,0.19103970977850232,ordered
426,500,15.712,0.95,0.31536637344878105,697,3239,0.20262580345387118,degree
427,500,15.712,0.95,0.31536637344878105,697,3239,0.19211141306821358,distance
428,500,15.732,1,0.3748109378444918,528,3408,0.06251592666866243,random
429,500,15.732,1,0.3748109378444918,528,3408,0.056990125445209275,ordered
430,500,15.732,1,0.3748109378444918,528,3408,0.08171175424410296,degree
431,500,15.732,1,0.3748109378444918,528,3408,0.05409209431910557,distance
432,500,17.676,0.0,0.09168803528206164,4419,0,0.4011320821313025,random
433,500,17.676,0.0,0.09168803528206164,4419,0,0.452128158853085,ordered
434,500,17.676,0.0,0.09168803528206164,4419,0,0.38269550896214855,degree
435,500,17.676,0.0,0.09168803528206164,4419,0,0.4060212517240494,distance
436,500,17.6,0.2,0.14239997109811955,3609,810,0.408129621320706,random
437,500,17.6,0.2,0.14239997109811955,3609,810,0.43886736290410566,ordered
438,500,17.6,0.2,0.14239997109811955,3609,810,0.3853591982121781,degree
439,500,17.6,0.2,0.14239997109811955,3609,810,0.3947366409763693,distance
440,500,17.56,0.4,0.17472948103450509,2890,1529,0.3934452212099798,random
441,500,17.56,0.4,0.17472948103450509,2890,1529,0.4359699372643296,ordered
442,500,17.56,0.4,0.17472948103450509,2890,1529,0.3786250231701854,degree
443,500,17.56,0.4,0.17472948103450509,2890,1529,0.3968232453079651,distance
444,500,17.544,0.6,0.20230436191339457,2086,2333,0.3780943537445174,random
445,500,17.544,0.6,0.20230436191339457,2086,2333,0.4236373556229628,ordered
446,500,17.544,0.6,0.20230436191339457,2086,2333,0.3753663762528114,degree
447,500,17.544,0.6,0.20230436191339457,2086,2333,0.39011945706386325,distance
448,500,17.584,0.8,0.23451331196434308,1327,3092,0.34206341074056795,random
449,500,17.584,0.8,0.23451331196434308,1327,3092,0.3940107674196537,ordered
450,500,17.584,0.8,0.23451331196434308,1327,3092,0.35838057590743205,degree
451,500,17.584,0.8,0.23451331196434308,1327,3092,0.35592108009968715,distance
452,500,17.592,0.85,0.24423608873182512,1149,3270,0.3238740710013746,random
453,500,17.592,0.85,0.24423608873182512,1149,3270,0.3623503007153989,ordered
454,500,17.592,0.85,0.24423608873182512,1149,3270,0.3295773197710389,degree
455,500,17.592,0.85,0.24423608873182512,1149,3270,0.3477762177193512,distance
456,500,17.62,0.9,0.2747410818523506,940,3479,0.2795595535453942,random
457,500,17.62,0.9,0.2747410818523506,940,3479,0.3029808342732957,ordered
458,500,17.62,0.9,0.2747410818523506,940,3479,0.2986620893110997,degree
459,500,17.62,0.9,0.2747410818523506,940,3479,0.30841081872573894,distance
460,500,17.628,0.95,0.33920600238485915,720,3699,0.19237995332123206,random
461,500,17.628,0.95,0.33920600238485915,720,3699,0.21103545425292564,ordered
462,500,17.628,0.95,0.33920600238485915,720,3699,0.23229344699486215,degree
463,500,17.628,0.95,0.33920600238485915,720,3699,0.214399081841626,distance
464,500,17.668,1,0.397086082147651,537,3882,0.0527393788549794,random
465,500,17.668,1,0.397086082147651,537,3882,0.0549337501112173,ordered
466,500,17.668,1,0.397086082147651,537,3882,0.1070365503999591,degree
467,500,17.668,1,0.397086082147651,537,3882,0.05262511168517655,distance
468,500,17.676,0.0,0.09471724963024288,4419,0,0.40877789729205977,random
469,500,17.676,0.0,0.09471724963024288,4419,0,0.45210315922815775,ordered
470,500,17.676,0.0,0.09471724963024288,4419,0,0.3773107345218419,degree
471,500,17.676,0.0,0.09471724963024288,4419,0,0.4073891653536347,distance
472,500,17.584,0.2,0.14891200049605147,3623,796,0.40180401785447745,random
473,500,17.584,0.2,0.14891200049605147,3623,796,0.4382848697478467,ordered
474,500,17.584,0.2,0.14891200049605147,3623,796,0.3703933176913507,degree
475,500,17.584,0.2,0.14891200049605147,3623,796,0.3896263849474449,distance
476,500,17.572,0.4,0.17411043799668835,2854,1565,0.39293991259092337,random
477,500,17.572,0.4,0.17411043799668835,2854,1565,0.43162530035437985,ordered
478,500,17.572,0.4,0.17411043799668835,2854,1565,0.3676443004995861,degree
479,500,17.572,0.4,0.17411043799668835,2854,1565,0.3868788502946288,distance
480,500,17.54,0.6,0.20324941917360173,2061,2358,0.3830072521823926,random
481,500,17.54,0.6,0.20324941917360173,2061,2358,0.4293276020910488,ordered
482,500,17.54,0.6,0.20324941917360173,2061,2358,0.36821941005202563,degree
483,500,17.54,0.6,0.20324941917360173,2061,2358,0.3890613485559177,distance
484,500,17.568,0.8,0.23297339222871138,1327,3092,0.35455482562253393,random
485,500,17.568,0.8,0.23297339222871138,1327,3092,0.398449305696404,ordered
486,500,17.568,0.8,0.23297339222871138,1327,3092,0.3575635399812534,degree
487,500,17.568,0.8,0.23297339222871138,1327,3092,0.3724261788587965,distance
488,500,17.62,0.85,0.2596650886827093,1112,3307,0.31304389287533846,random
489,500,17.62,0.85,0.2596650886827093,1112,3307,0.34506637748938057,ordered
490,500,17.62,0.85,0.2596650886827093,1112,3307,0.31751963434107006,degree
491,500,17.62,0.85,0.2596650886827093,1112,3307,0.3378947417613099,distance
492,500,17.64,0.9,0.2789648226809478,936,3483,0.2795802197438303,random
493,500,17.64,0.9,0.2789648226809478,936,3483,0.3052665547151763,ordered
494,500,17.64,0.9,0.2789648226809478,936,3483,0.28781146868179397,degree
495,500,17.64,0.9,0.2789648226809478,936,3483,0.30149392219767224,distance
496,500,17.656,0.95,0.32231781221983613,723,3696,0.17130554096858336,random
497,500,17.656,0.95,0.32231781221983613,723,3696,0.1977745932485661,ordered
498,500,17.656,0.95,0.32231781221983613,723,3696,0.22415497699793,degree
499,500,17.656,0.95,0.32231781221983613,723,3696,0.20132019778475901,distance
500,500,17.668,1,0.36462611340270756,545,3874,0.07695320937621439,random
501,500,17.668,1,0.36462611340270756,545,3874,0.07292832141018321,ordered
502,500,17.668,1,0.36462611340270756,545,3874,0.1274159248760636,degree
503,500,17.668,1,0.36462611340270756,545,3874,0.07251803172698394,distance
504,500,19.6,0.0,0.09988437274344793,4900,0,0.41651477622695926,random
505,500,19.6,0.0,0.09988437274344793,4900,0,0.44923737891615173,ordered
506,500,19.6,0.0,0.09988437274344793,4900,0,0.3791866814619727,degree
507,500,19.6,0.0,0.09988437274344793,4900,0,0.40672631083740696,distance
508,500,19.468,0.2,0.14096281096669044,3997,903,0.4114642014788963,random
509,500,19.468,0.2,0.14096281096669044,3997,903,0.4478202425248555,ordered
510,500,19.468,0.2,0.14096281096669044,3997,903,0.38689517558876513,degree
511,500,19.468,0.2,0.14096281096669044,3997,903,0.40490605635133425,distance
512,500,19.436,0.4,0.1772154833283147,3132,1768,0.4007402455080101,random
513,500,19.436,0.4,0.1772154833283147,3132,1768,0.4394643959426653,ordered
514,500,19.436,0.4,0.1772154833283147,3132,1768,0.3781146414893033,degree
515,500,19.436,0.4,0.1772154833283147,3132,1768,0.3947238239036559,distance
516,500,19.44,0.6,0.2007590760265391,2279,2621,0.39647564065924523,random
517,500,19.44,0.6,0.2007590760265391,2279,2621,0.4358053482314702,ordered
518,500,19.44,0.6,0.2007590760265391,2279,2621,0.3687518177108987,degree
519,500,19.44,0.6,0.2007590760265391,2279,2621,0.395785413925133,distance
520,500,19.504,0.8,0.21600191412000747,1450,3450,0.3791278570337112,random
521,500,19.504,0.8,0.21600191412000747,1450,3450,0.41725558315489464,ordered
522,500,19.504,0.8,0.21600191412000747,1450,3450,0.365684981688872,degree
523,500,19.504,0.8,0.21600191412000747,1450,3450,0.38778478802839117,distance
524,500,19.476,0.85,0.23607519741053157,1233,3667,0.3542132379871055,random
525,500,19.476,0.85,0.23607519741053157,1233,3667,0.39127728972885667,ordered
526,500,19.476,0.85,0.23607519741053157,1233,3667,0.35296322976123923,degree
527,500,19.476,0.85,0.23607519741053157,1233,3667,0.383052471604242,distance
528,500,19.536,0.9,0.28960678141220453,972,3928,0.2708262425503794,random
529,500,19.536,0.9,0.28960678141220453,972,3928,0.2952795174806132,ordered
530,500,19.536,0.9,0.28960678141220453,972,3928,0.3144924016520729,degree
531,500,19.536,0.9,0.28960678141220453,972,3928,0.273018937632726,distance
532,500,19.556,0.95,0.31808037526228866,772,4128,0.2297062470828028,random
533,500,19.556,0.95,0.31808037526228866,772,4128,0.23070839296730994,ordered
534,500,19.556,0.95,0.31808037526228866,772,4128,0.25089160945877487,degree
535,500,19.556,0.95,0.31808037526228866,772,4128,0.24028504958974173,distance
536,500,19.588,1,0.38520805536476455,549,4351,0.06444944332171734,random
537,500,19.588,1,0.38520805536476455,549,4351,0.06827748274479681,ordered
538,500,19.588,1,0.38520805536476455,549,4351,0.13521992882105444,degree
539,500,19.588,1,0.38520805536476455,549,4351,0.05647477246560214,distance
540,500,19.6,0.0,0.10840304251394853,4900,0,0.4120821125230911,random
541,500,19.6,0.0,0.10840304251394853,4900,0,0.454175957490483,ordered
542,500,19.6,0.0,0.10840304251394853,4900,0,0.3856436683532346,degree
543,500,19.6,0.0,0.10840304251394853,4900,0,0.4129547661882872,distance
544,500,19.508,0.2,0.14636014222645086,4040,860,0.4117404969473971,random
545,500,19.508,0.2,0.14636014222645086,4040,860,0.43841093559716676,ordered
546,500,19.508,0.2,0.14636014222645086,4040,860,0.3711919169804614,degree
547,500,19.508,0.2,0.14636014222645086,4040,860,0.4018959646966658,distance
548,500,19.416,0.4,0.17727876617450894,3153,1747,0.4014125323187434,random
549,500,19.416,0.4,0.17727876617450894,3153,1747,0.4484056681110077,ordered
550,500,19.416,0.4,0.17727876617450894,3153,1747,0.37371289302371824,degree
551,500,19.416,0.4,0.17727876617450894,3153,1747,0.39437614239207514,distance
552,500,19.46,0.6,0.2101550837975834,2245,2655,0.40055032236677734,random
553,500,19.46,0.6,0.2101550837975834,2245,2655,0.43207789974315813,ordered
554,500,19.46,0.6,0.2101550837975834,2245,2655,0.3797478308043529,degree
555,500,19.46,0.6,0.2101550837975834,2245,2655,0.4042901052767446,distance
556,500,19.508,0.8,0.23063542920573457,1401,3499,0.34651229801855754,random
557,500,19.508,0.8,0.23063542920573457,1401,3499,0.38186645974821587,ordered
558,500,19.508,0.8,0.23063542920573457,1401,3499,0.36504892906800823,degree
559,500,19.508,0.8,0.23063542920573457,1401,3499,0.36985585479414057,distance
560,500,19.532,0.85,0.2440988544604799,1182,3718,0.3288688850191507,random
561,500,19.532,0.85,0.2440988544604799,1182,3718,0.3431997939410518,ordered
562,500,19.532,0.85,0.2440988544604799,1182,3718,0.337454615696548,degree
563,500,19.532,0.85,0.2440988544604799,1182,3718,0.3526128931337019,distance
564,500,19.576,0.9,0.2508479125436789,992,3908,0.32762452035284595,random
565,500,19.576,0.9,0.2508479125436789,992,3908,0.3467885306800411,ordered
566,500,19.576,0.9,0.2508479125436789,992,3908,0.33938909363796055,degree
567,500,19.576,0.9,0.2508479125436789,992,3908,0.33314650779272914,distance
568,500,19.56,0.95,0.3025407362858852,749,4151,0.22790640894374753,random
569,500,19.56,0.95,0.3025407362858852,749,4151,0.24754066542056624,ordered
570,500,19.56,0.95,0.3025407362858852,749,4151,0.26075884758162043,degree
571,500,19.56,0.95,0.3025407362858852,749,4151,0.24427134921277113,distance
572,500,19.584,1,0.34555261832526574,549,4351,0.07951307104463701,random
573,500,19.584,1,0.34555261832526574,549,4351,0.079821487265782,ordered
574,500,19.584,1,0.34555261832526574,549,4351,0.11458747469178529,degree
575,500,19.584,1,0.34555261832526574,549,4351,0.07715589705861495,distance
576,500,21.516,0.0,0.10134346761286725,5379,0,0.4212874153623739,random
577,500,21.516,0.0,0.10134346761286725,5379,0,0.447365859720704,ordered
578,500,21.516,0.0,0.10134346761286725,5379,0,0.3957870466853112,degree
579,500,21.516,0.0,0.10134346761286725,5379,0,0.4242706677402707,distance
580,500,21.336,0.2,0.1431180895789822,4409,970,0.4172709828931295,random
581,500,21.336,0.2,0.1431180895789822,4409,970,0.4493233435547165,ordered
582,500,21.336,0.2,0.1431180895789822,4409,970,0.3832520116142322,degree
583,500,21.336,0.2,0.1431180895789822,4409,970,0.40722070934552984,distance
584,500,21.324,0.4,0.17385916243853053,3450,1929,0.4159304296704187,random
585,500,21.324,0.4,0.17385916243853053,3450,1929,0.4418459868497802,ordered
586,500,21.324,0.4,0.17385916243853053,3450,1929,0.37943095960295053,degree
587,500,21.324,0.4,0.17385916243853053,3450,1929,0.40828050106028835,distance
588,500,21.336,0.6,0.18586464917248852,2452,2927,0.40254998083390225,random
589,500,21.336,0.6,0.18586464917248852,2452,2927,0.4422346656535357,ordered
590,500,21.336,0.6,0.18586464917248852,2452,2927,0.3786089750190415,degree
591,500,21.336,0.6,0.18586464917248852,2452,2927,0.41125347399292167,distance
592,500,21.356,0.8,0.21979617853440828,1470,3909,0.38071697745567096,random
593,500,21.356,0.8,0.21979617853440828,1470,3909,0.41925880389444387,ordered
594,500,21.356,0.8,0.21979617853440828,1470,3909,0.37280721382290294,degree
595,500,21.356,0.8,0.21979617853440828,1470,3909,0.39457861283114865,distance
596,500,21.428,0.85,0.25016569777096115,1234,4145,0.3766049674195937,random
597,500,21.428,0.85,0.25016569777096115,1234,4145,0.4063819845753808,ordered
598,500,21.428,0.85,0.25016569777096115,1234,4145,0.3694880973058118,degree
599,500,21.428,0.85,0.25016569777096115,1234,4145,0.38555221905032566,distance
600,500,21.448,0.9,0.2479060954703675,1039,4340,0.35693268688726804,random
601,500,21.448,0.9,0.2479060954703675,1039,4340,0.384136922362787,ordered
602,500,21.448,0.9,0.2479060954703675,1039,4340,0.3570033461471862,degree
603,500,21.448,0.9,0.2479060954703675,1039,4340,0.37273106253677846,distance
604,500,21.488,0.95,0.3024262427305717,761,4618,0.19656984372268108,random
605,500,21.488,0.95,0.3024262427305717,761,4618,0.20899767861475263,ordered
606,500,21.488,0.95,0.3024262427305717,761,4618,0.23162141697020525,degree
607,500,21.488,0.95,0.3024262427305717,761,4618,0.2157944363402819,distance
608,500,21.508,1,0.35199664597466235,561,4818,0.09174927387706056,random
609,500,21.508,1,0.35199664597466235,561,4818,0.10153795731816959,ordered
610,500,21.508,1,0.35199664597466235,561,4818,0.12214455599806265,degree
611,500,21.508,1,0.35199664597466235,561,4818,0.10225817955657084,distance
612,500,21.516,0.0,0.10592980713233019,5379,0,0.4251141030052599,random
613,500,21.516,0.0,0.10592980713233019,5379,0,0.44765936471816115,ordered
614,500,21.516,0.0,0.10592980713233019,5379,0,0.3877401136451669,degree
615,500,21.516,0.0,0.10592980713233019,5379,0,0.427013670522002,distance
616,500,21.356,0.2,0.1562290370664143,4374,1005,0.41259963134492106,random
617,500,21.356,0.2,0.1562290370664143,4374,1005,0.44143842650100085,ordered
618,500,21.356,0.2,0.1562290370664143,4374,1005,0.3711753953291933,degree
619,500,21.356,0.2,0.1562290370664143,4374,1005,0.4076200968424014,distance
620,500,21.268,0.4,0.17824442981500768,3515,1864,0.41195823359469613,random
621,500,21.268,0.4,0.17824442981500768,3515,1864,0.444349826806618,ordered
622,500,21.268,0.4,0.17824442981500768,3515,1864,0.3807123205290838,degree
623,500,21.268,0.4,0.17824442981500768,3515,1864,0.406860012325638,distance
624,500,21.356,0.6,0.18416067291555613,2438,2941,0.4184603963198524,random
625,500,21.356,0.6,0.18416067291555613,2438,2941,0.43896096890759334,ordered
626,500,21.356,0.6,0.18416067291555613,2438,2941,0.37886845404518665,degree
627,500,21.356,0.6,0.18416067291555613,2438,2941,0.41549088665732753,distance
628,500,21.416,0.8,0.2196177020282957,1498,3881,0.38122374857499686,random
629,500,21.416,0.8,0.2196177020282957,1498,3881,0.4229168583634843,ordered
630,500,21.416,0.8,0.2196177020282957,1498,3881,0.3795380929760646,degree
631,500,21.416,0.8,0.2196177020282957,1498,3881,0.3985065882835306,distance
632,500,21.4,0.85,0.23034584936985741,1281,4098,0.383232212416475,random
633,500,21.4,0.85,0.23034584936985741,1281,4098,0.40473051726492093,ordered
634,500,21.4,0.85,0.23034584936985741,1281,4098,0.37398752134971475,degree
635,500,21.4,0.85,0.23034584936985741,1281,4098,0.395487108771403,distance
636,500,21.468,0.9,0.25102432143613346,1020,4359,0.3317930939558281,random
637,500,21.468,0.9,0.25102432143613346,1020,4359,0.369953124143825,ordered
638,500,21.468,0.9,0.25102432143613346,1020,4359,0.3558991052102067,degree
639,500,21.468,0.9,0.25102432143613346,1020,4359,0.3617604470043173,distance
640,500,21.488,0.95,0.2980267595156239,794,4585,0.19973256508536724,random
641,500,21.488,0.95,0.2980267595156239,794,4585,0.21709000073708218,ordered
642,500,21.488,0.95,0.2980267595156239,794,4585,0.2243267098484374,degree
643,500,21.488,0.95,0.2980267595156239,794,4585,0.2198991149765268,distance
644,500,21.512,1,0.40427933062741894,558,4821,0.058229439939402064,random
645,500,21.512,1,0.40427933062741894,558,4821,0.06907586288268629,ordered
646,500,21.512,1,0.40427933062741894,558,4821,0.11229126857487433,degree
647,500,21.512,1,0.40427933062741894,558,4821,0.04345352606293066,distance
648,500,23.424,0.0,0.11235110989113309,5856,0,0.43351186501894645,random
649,500,23.424,0.0,0.11235110989113309,5856,0,0.45040370587813916,ordered
650,500,23.424,0.0,0.11235110989113309,5856,0,0.38471972379015495,degree
651,500,23.424,0.0,0.11235110989113309,5856,0,0.436652431477141,distance
652,500,23.252,0.2,0.154789867656566,4829,1027,0.42055318610077413,random
653,500,23.252,0.2,0.154789867656566,4829,1027,0.45416429600870634,ordered
654,500,23.252,0.2,0.154789867656566,4829,1027,0.37608146277331794,degree
655,500,23.252,0.2,0.154789867656566,4829,1027,0.4160786579107896,distance
656,500,23.16,0.4,0.17900215801190317,3728,2128,0.41643063315555623,random
657,500,23.16,0.4,0.17900215801190317,3728,2128,0.44828443477715174,ordered
658,500,23.16,0.4,0.17900215801190317,3728,2128,0.3919486477092885,degree
659,500,23.16,0.4,0.17900215801190317,3728,2128,0.4187133567458828,distance
660,500,23.192,0.6,0.1953388841813764,2649,3207,0.41753697376686666,random
661,500,23.192,0.6,0.1953388841813764,2649,3207,0.44407883459159336,ordered
662,500,23.192,0.6,0.1953388841813764,2649,3207,0.3873883329787312,degree
663,500,23.192,0.6,0.1953388841813764,2649,3207,0.4226066742751942,distance
664,500,23.296,0.8,0.20947254425604456,1638,4218,0.4064754306075507,random
665,500,23.296,0.8,0.20947254425604456,1638,4218,0.4421333725345213,ordered
666,500,23.296,0.8,0.20947254425604456,1638,4218,0.3707544746095467,degree
667,500,23.296,0.8,0.20947254425604456,1638,4218,0.4208509466033341,distance
668,500,23.324,0.85,0.23065613982403002,1333,4523,0.38304718225674866,random
669,500,23.324,0.85,0.23065613982403002,1333,4523,0.4159655716249329,ordered
670,500,23.324,0.85,0.23065613982403002,1333,4523,0.38484200318116446,degree
671,500,23.324,0.85,0.23065613982403002,1333,4523,0.3968108756060623,distance
672,500,23.356,0.9,0.250378551281798,1086,4770,0.3640103743819703,random
673,500,23.356,0.9,0.250378551281798,1086,4770,0.389246306152915,ordered
674,500,23.356,0.9,0.250378551281798,1086,4770,0.36172740695091765,degree
675,500,23.356,0.9,0.250378551281798,1086,4770,0.3888800298452918,distance
676,500,23.396,0.95,0.2951382391531783,835,5021,0.24523675766661018,random
677,500,23.396,0.95,0.2951382391531783,835,5021,0.2524888577260379,ordered
678,500,23.396,0.95,0.2951382391531783,835,5021,0.28201755897000813,degree
679,500,23.396,0.95,0.2951382391531783,835,5021,0.26747492038200094,distance
680,500,23.424,1,0.3318635615136126,571,5285,0.08993167921639242,random
681,500,23.424,1,0.3318635615136126,571,5285,0.09135000711188238,ordered
682,500,23.424,1,0.3318635615136126,571,5285,0.16636622896556497,degree
683,500,23.424,1,0.3318635615136126,571,5285,0.07870203503750661,distance
684,500,23.424,0.0,0.11252842416165437,5856,0,0.4223465748657921,random
685,500,23.424,0.0,0.11252842416165437,5856,0,0.46148113669176843,ordered
686,500,23.424,0.0,0.11252842416165437,5856,0,0.3961081674268098,degree
687,500,23.424,0.0,0.11252842416165437,5856,0,0.42351648263185887,distance
688,500,23.276,0.2,0.1606341936068354,4804,1052,0.418626728697565,random
689,500,23.276,0.2,0.1606341936068354,4804,1052,0.45403184441698763,ordered
690,500,23.276,0.2,0.1606341936068354,4804,1052,0.3784375135879384,degree
691,500,23.276,0.2,0.1606341936068354,4804,1052,0.4228289275692423,distance
692,500,23.256,0.4,0.17416078264563942,3749,2107,0.4061037308000629,random
693,500,23.256,0.4,0.17416078264563942,3749,2107,0.44616861541762826,ordered
694,500,23.256,0.4,0.17416078264563942,3749,2107,0.38548900234622185,degree
695,500,23.256,0.4,0.17416078264563942,3749,2107,0.40604677557197205,distance
696,500,23.18,0.6,0.18388067939944888,2653,3203,0.416991314183468,random
697,500,23.18,0.6,0.18388067939944888,2653,3203,0.4469127363541953,ordered
698,500,23.18,0.6,0.18388067939944888,2653,3203,0.3938206341629136,degree
699,500,23.18,0.6,0.18388067939944888,2653,3203,0.43057945010120696,distance
700,500,23.268,0.8,0.2143266285708761,1616,4240,0.40922623763091914,random
701,500,23.268,0.8,0.2143266285708761,1616,4240,0.4423397265297401,ordered
702,500,23.268,0.8,0.2143266285708761,1616,4240,0.3789580571960062,degree
703,500,23.268,0.8,0.2143266285708761,1616,4240,0.4194536579333522,distance
704,500,23.284,0.85,0.22513912658401913,1404,4452,0.3972283037721975,random
705,500,23.284,0.85,0.22513912658401913,1404,4452,0.43549887652442837,ordered
706,500,23.284,0.85,0.22513912658401913,1404,4452,0.37364004323354405,degree
707,500,23.284,0.85,0.22513912658401913,1404,4452,0.43030160616863267,distance
708,500,23.348,0.9,0.2538519638243348,1043,4813,0.3267598657042206,random
709,500,23.348,0.9,0.2538519638243348,1043,4813,0.34108387476106355,ordered
710,500,23.348,0.9,0.2538519638243348,1043,4813,0.3318919434915673,degree
711,500,23.348,0.9,0.2538519638243348,1043,4813,0.3796286377414081,distance
712,500,23.388,0.95,0.2910142189095836,831,5025,0.27158510611926634,random
713,500,23.388,0.95,0.2910142189095836,831,5025,0.3019864905770714,ordered
714,500,23.388,0.95,0.2910142189095836,831,5025,0.30291403231972436,degree
715,500,23.388,0.95,0.2910142189095836,831,5025,0.2998934183162542,distance
716,500,23.42,1,0.3591621768272942,572,5284,0.08595825283462907,random
717,500,23.42,1,0.3591621768272942,572,5284,0.09674516269277095,ordered
718,500,23.42,1,0.3591621768272942,572,5284,0.13785111442963208,degree
719,500,23.42,1,0.3591621768272942,572,5284,0.09448306916292969,distance
720,500,25.324,0.0,0.11256246565563285,6331,0,0.43003922463489774,random
721,500,25.324,0.0,0.11256246565563285,6331,0,0.46452989006396417,ordered
722,500,25.324,0.0,0.11256246565563285,6331,0,0.39499448776404955,degree
723,500,25.324,0.0,0.11256246565563285,6331,0,0.4364112062265467,distance
724,500,25.184,0.2,0.1507105187188447,5198,1133,0.4240592726868037,random
725,500,25.184,0.2,0.1507105187188447,5198,1133,0.43941917162072075,ordered
726,500,25.184,0.2,0.1507105187188447,5198,1133,0.3850266165270233,degree
727,500,25.184,0.2,0.1507105187188447,5198,1133,0.42121271798840476,distance
728,500,25.008,0.4,0.1789510624988301,4003,2328,0.41417817381423905,random
729,500,25.008,0.4,0.1789510624988301,4003,2328,0.4488376389546048,ordered
730,500,25.008,0.4,0.1789510624988301,4003,2328,0.3883313410995303,degree
731,500,25.008,0.4,0.1789510624988301,4003,2328,0.4232814137468955,distance
732,500,25.14,0.6,0.1887611969853715,2854,3477,0.42676370067319763,random
