,size,avg,pc,cl,count_p,count_c,slope,shuffled
0,500,5.956,0.5,0.298496776122622,997,494,0.15620544720484345,False
1,500,5.956,0.5,0.298496776122622,997,494,0.15816166204282547,False
2,500,5.956,0.5,0.298496776122622,997,494,0.1501365005655336,False
3,500,5.956,0.5,0.298496776122622,997,494,0.15160871015751426,False
4,500,5.956,0.5,0.298496776122622,997,494,0.1605561508075701,False
5,500,5.956,0.5,0.298496776122622,997,494,0.1551684028267882,False
6,500,5.956,0.5,0.298496776122622,997,494,0.14293564462271607,False
7,500,5.956,0.5,0.298496776122622,997,494,0.15173102611327727,False
8,500,5.956,0.5,0.298496776122622,997,494,0.1578874227351754,False
9,500,5.956,0.5,0.298496776122622,997,494,0.14333862825620913,False
10,500,5.956,0.5,0.298496776122622,997,494,0.14071561231854238,False
11,500,5.956,0.5,0.298496776122622,997,494,0.15138623993330635,False
12,500,5.956,0.5,0.298496776122622,997,494,0.14706572547859878,False
13,500,5.956,0.5,0.298496776122622,997,494,0.1461228820980519,False
14,500,5.956,0.5,0.298496776122622,997,494,0.1461117329821925,False
15,500,5.956,0.5,0.298496776122622,997,494,0.1489962243955874,False
16,500,5.956,0.5,0.298496776122622,997,494,0.15700141205750348,False
17,500,5.956,0.5,0.298496776122622,997,494,0.1538872761886263,False
18,500,5.956,0.5,0.298496776122622,997,494,0.1418944351603602,False
19,500,5.956,0.5,0.298496776122622,997,494,0.1453767425387403,False
20,500,5.956,0.5,0.298496776122622,997,494,0.14784331453922528,False
21,500,5.956,0.5,0.298496776122622,997,494,0.14336519088291724,False
22,500,5.956,0.5,0.298496776122622,997,494,0.17208147563084952,False
23,500,5.956,0.5,0.298496776122622,997,494,0.13286107092115013,False
24,500,5.956,0.5,0.298496776122622,997,494,0.15308063737404365,False
25,500,5.956,0.5,0.298496776122622,997,494,0.15350291916091577,False
26,500,5.956,0.5,0.298496776122622,997,494,0.14726263024415165,False
27,500,5.956,0.5,0.298496776122622,997,494,0.16478129731019817,False
28,500,5.956,0.5,0.298496776122622,997,494,0.1677215846261474,False
29,500,5.956,0.5,0.298496776122622,997,494,0.14636027105051516,False
30,500,5.956,0.5,0.298496776122622,997,494,0.14033583981516196,False
31,500,5.956,0.5,0.298496776122622,997,494,0.13838576857462842,False
32,500,5.956,0.5,0.298496776122622,997,494,0.1424700784998152,False
33,500,5.956,0.5,0.298496776122622,997,494,0.14962678480585537,False
34,500,5.956,0.5,0.298496776122622,997,494,0.13586250056081037,False
35,500,5.956,0.5,0.298496776122622,997,494,0.14764309984124743,False
36,500,5.956,0.5,0.298496776122622,997,494,0.13958801340997273,False
37,500,5.956,0.5,0.298496776122622,997,494,0.14142793337813847,False
38,500,5.956,0.5,0.298496776122622,997,494,0.14045546667744238,False
39,500,5.956,0.5,0.298496776122622,997,494,0.16352603418333628,False
40,500,5.956,0.5,0.298496776122622,997,494,0.1529046556840257,False
41,500,5.956,0.5,0.298496776122622,997,494,0.15071302591745095,False
42,500,5.956,0.5,0.298496776122622,997,494,0.14438886595728861,False
43,500,5.956,0.5,0.298496776122622,997,494,0.1577104947895857,False
44,500,5.956,0.5,0.298496776122622,997,494,0.15589802774851583,False
45,500,5.956,0.5,0.298496776122622,997,494,0.15034350836593766,False
46,500,5.956,0.5,0.298496776122622,997,494,0.15791690517493692,False
47,500,5.956,0.5,0.298496776122622,997,494,0.1498564681952907,False
48,500,5.956,0.5,0.298496776122622,997,494,0.14666253726717526,False
49,500,5.956,0.5,0.298496776122622,997,494,0.14685259514177257,False
50,500,5.956,0.5,0.298496776122622,997,494,0.1474429134153827,False
51,500,5.956,0.5,0.298496776122622,997,494,0.15566257017058305,False
52,500,5.956,0.5,0.298496776122622,997,494,0.14872063388428594,False
53,500,5.956,0.5,0.298496776122622,997,494,0.1399574473187593,False
54,500,5.956,0.5,0.298496776122622,997,494,0.15480060759896933,False
55,500,5.956,0.5,0.298496776122622,997,494,0.14298392103678964,False
56,500,5.956,0.5,0.298496776122622,997,494,0.13662568732655941,False
57,500,5.956,0.5,0.298496776122622,997,494,0.14531407106433228,False
58,500,5.956,0.5,0.298496776122622,997,494,0.16834651467112147,False
59,500,5.956,0.5,0.298496776122622,997,494,0.13712490715811798,False
60,500,5.956,0.5,0.298496776122622,997,494,0.1545036533085365,False
61,500,5.956,0.5,0.298496776122622,997,494,0.1545551583829582,False
62,500,5.956,0.5,0.298496776122622,997,494,0.14517382409199253,False
63,500,5.956,0.5,0.298496776122622,997,494,0.15432659370348478,False
64,500,5.956,0.5,0.298496776122622,997,494,0.15455218791738193,False
65,500,5.956,0.5,0.298496776122622,997,494,0.14093327550770535,False
66,500,5.956,0.5,0.298496776122622,997,494,0.14695017039145694,False
67,500,5.956,0.5,0.298496776122622,997,494,0.1478580700038532,False
68,500,5.956,0.5,0.298496776122622,997,494,0.14701332200435138,False
69,500,5.956,0.5,0.298496776122622,997,494,0.14803099717238896,False
70,500,5.956,0.5,0.298496776122622,997,494,0.1524097973160232,False
71,500,5.956,0.5,0.298496776122622,997,494,0.15135075871789327,False
72,500,5.956,0.5,0.298496776122622,997,494,0.15386462432609763,False
73,500,5.956,0.5,0.298496776122622,997,494,0.1384726502256154,False
74,500,5.956,0.5,0.298496776122622,997,494,0.14307082857901374,False
75,500,5.956,0.5,0.298496776122622,997,494,0.13702669402803033,False
76,500,5.956,0.5,0.298496776122622,997,494,0.16024702351211034,False
77,500,5.956,0.5,0.298496776122622,997,494,0.1465123712896171,False
78,500,5.956,0.5,0.298496776122622,997,494,0.15636826847239207,False
79,500,5.956,0.5,0.298496776122622,997,494,0.1389176798434022,False
80,500,5.956,0.5,0.298496776122622,997,494,0.14193703126352755,False
81,500,5.956,0.5,0.298496776122622,997,494,0.15601790710892544,False
82,500,5.956,0.5,0.298496776122622,997,494,0.14531322239886643,False
83,500,5.956,0.5,0.298496776122622,997,494,0.15797983277125766,False
84,500,5.956,0.5,0.298496776122622,997,494,0.14936799520818655,False
85,500,5.956,0.5,0.298496776122622,997,494,0.1475292106485422,False
86,500,5.956,0.5,0.298496776122622,997,494,0.1588853254691656,False
87,500,5.956,0.5,0.298496776122622,997,494,0.1512379922335233,False
88,500,5.956,0.5,0.298496776122622,997,494,0.14293633711003853,False
89,500,5.956,0.5,0.298496776122622,997,494,0.15823785067897805,False
90,500,5.956,0.5,0.298496776122622,997,494,0.14157608154136586,False
91,500,5.956,0.5,0.298496776122622,997,494,0.1551201386971628,False
92,500,5.956,0.5,0.298496776122622,997,494,0.1565884399079363,False
93,500,5.956,0.5,0.298496776122622,997,494,0.14818442903660756,False
94,500,5.956,0.5,0.298496776122622,997,494,0.14730790102693186,False
95,500,5.956,0.5,0.298496776122622,997,494,0.14778762620865213,False
96,500,5.956,0.5,0.298496776122622,997,494,0.13845725093251338,False
97,500,5.956,0.5,0.298496776122622,997,494,0.14443270574011974,False
98,500,5.956,0.5,0.298496776122622,997,494,0.15280414459085248,False
99,500,5.956,0.5,0.298496776122622,997,494,0.15099961995023806,False
100,500,5.956,0.5,0.298496776122622,997,494,0.14967511178401274,True
101,500,5.956,0.5,0.298496776122622,997,494,0.1637250239047737,True
102,500,5.956,0.5,0.298496776122622,997,494,0.1180298655810892,True
103,500,5.956,0.5,0.298496776122622,997,494,0.16134311872358073,True
104,500,5.956,0.5,0.298496776122622,997,494,0.16326767495253852,True
105,500,5.956,0.5,0.298496776122622,997,494,0.16363914011485217,True
106,500,5.956,0.5,0.298496776122622,997,494,0.13160374464531427,True
107,500,5.956,0.5,0.298496776122622,997,494,0.14545733232380648,True
108,500,5.956,0.5,0.298496776122622,997,494,0.12238982460376541,True
109,500,5.956,0.5,0.298496776122622,997,494,0.1850879561097199,True
110,500,5.956,0.5,0.298496776122622,997,494,0.1585311031979768,True
111,500,5.956,0.5,0.298496776122622,997,494,0.1739252073457026,True
112,500,5.956,0.5,0.298496776122622,997,494,0.1581968436058993,True
113,500,5.956,0.5,0.298496776122622,997,494,0.15901320791512058,True
114,500,5.956,0.5,0.298496776122622,997,494,0.16944234594575866,True
115,500,5.956,0.5,0.298496776122622,997,494,0.15618774729062437,True
116,500,5.956,0.5,0.298496776122622,997,494,0.15729932202092217,True
117,500,5.956,0.5,0.298496776122622,997,494,0.1601222520279488,True
118,500,5.956,0.5,0.298496776122622,997,494,0.14701222523214785,True
119,500,5.956,0.5,0.298496776122622,997,494,0.16254737455780632,True
120,500,5.956,0.5,0.298496776122622,997,494,0.14728884978231135,True
121,500,5.956,0.5,0.298496776122622,997,494,0.14169997144146196,True
122,500,5.956,0.5,0.298496776122622,997,494,0.13832674347391746,True
123,500,5.956,0.5,0.298496776122622,997,494,0.15720684060436443,True
124,500,5.956,0.5,0.298496776122622,997,494,0.1253730033565266,True
125,500,5.956,0.5,0.298496776122622,997,494,0.14262959604013914,True
126,500,5.956,0.5,0.298496776122622,997,494,0.15055981650949934,True
127,500,5.956,0.5,0.298496776122622,997,494,0.1833200919318901,True
128,500,5.956,0.5,0.298496776122622,997,494,0.13822717983871205,True
129,500,5.956,0.5,0.298496776122622,997,494,0.13653662754111734,True
130,500,5.956,0.5,0.298496776122622,997,494,0.15088143930319636,True
131,500,5.956,0.5,0.298496776122622,997,494,0.1422736316855746,True
132,500,5.956,0.5,0.298496776122622,997,494,0.13051697689042796,True
133,500,5.956,0.5,0.298496776122622,997,494,0.15520414651040323,True
134,500,5.956,0.5,0.298496776122622,997,494,0.14634314059418943,True
135,500,5.956,0.5,0.298496776122622,997,494,0.16819078823725514,True
136,500,5.956,0.5,0.298496776122622,997,494,0.14710243896972502,True
137,500,5.956,0.5,0.298496776122622,997,494,0.16500787033640965,True
138,500,5.956,0.5,0.298496776122622,997,494,0.15717956789333073,True
139,500,5.956,0.5,0.298496776122622,997,494,0.14801935742326996,True
140,500,5.956,0.5,0.298496776122622,997,494,0.14947839721735046,True
141,500,5.956,0.5,0.298496776122622,997,494,0.12652866423627557,True
142,500,5.956,0.5,0.298496776122622,997,494,0.1711122925766093,True
143,500,5.956,0.5,0.298496776122622,997,494,0.14972778041149495,True
144,500,5.956,0.5,0.298496776122622,997,494,0.15079520981989622,True
145,500,5.956,0.5,0.298496776122622,997,494,0.13547815644032132,True
146,500,5.956,0.5,0.298496776122622,997,494,0.14785483191623913,True
147,500,5.956,0.5,0.298496776122622,997,494,0.14621595878472193,True
148,500,5.956,0.5,0.298496776122622,997,494,0.1672520860524689,True
149,500,5.956,0.5,0.298496776122622,997,494,0.16840943759736093,True
150,500,5.956,0.5,0.298496776122622,997,494,0.13737766526691259,True
151,500,5.956,0.5,0.298496776122622,997,494,0.14286913350707903,True
