,size,r,avg,slope,shuffled
43,500,0.06675581178124546,7,0.00117215846036661,False
44,500,0.06675581178124546,7,0.0011037715475077966,False
45,500,0.06675581178124546,7,0.0011411214618179018,False
46,500,0.06675581178124546,7,0.0011369925526257523,False
47,500,0.06675581178124546,7,0.001213553113841987,False
48,500,0.06675581178124546,7,0.0012329305887442106,False
49,500,0.06675581178124546,7,0.0011858744380822339,False
50,500,0.06675581178124546,7,0.0012509740255384927,False
51,500,0.06675581178124546,7,0.001133152819667748,False
52,500,0.06675581178124546,7,0.00120822604017167,False
53,500,0.06675581178124546,7,0.0012557891698094952,False
54,500,0.06675581178124546,7,0.001224751261435735,False
55,500,0.06675581178124546,7,0.0011888976118257543,False
56,500,0.06675581178124546,7,0.0011591369057068301,False
57,500,0.06675581178124546,7,0.001177937894045365,False
58,500,0.06675581178124546,7,0.0011616318352560052,False
59,500,0.06675581178124546,7,0.001157499764576541,False
60,500,0.06675581178124546,7,0.0012402850814312407,False
61,500,0.06675581178124546,7,0.001170508135546139,False
62,500,0.06675581178124546,7,0.0011600594717068023,False
63,500,0.06675581178124546,7,0.001198899342515791,False
64,500,0.06675581178124546,7,0.0012100316932632034,False
65,500,0.06675581178124546,7,0.0011591325764235237,False
66,500,0.06675581178124546,7,0.001201593381911324,False
67,500,0.06675581178124546,7,0.001321959891786384,False
68,500,0.06675581178124546,7,0.001249210525503532,False
69,500,0.06675581178124546,7,0.0011712812066748122,False
70,500,0.06675581178124546,7,0.0011721364593890535,False
71,500,0.06675581178124546,7,0.0011352789957297994,False
72,500,0.06675581178124546,7,0.0012235367495598963,False
73,500,0.06675581178124546,7,0.001157462041404339,False
74,500,0.06675581178124546,7,0.0012132990914445621,False
75,500,0.06675581178124546,7,0.0011678900144386948,False
76,500,0.06675581178124546,7,0.0012401060008221038,False
77,500,0.06675581178124546,7,0.001165270822038014,False
78,500,0.06675581178124546,7,0.0011372829438936539,False
79,500,0.06675581178124546,7,0.0011015755257620095,False
80,500,0.06675581178124546,7,0.0010961956699791216,False
81,500,0.06675581178124546,7,0.0011563303815524707,False
82,500,0.06675581178124546,7,0.0012026473606407083,False
83,500,0.06675581178124546,7,0.00110616834595658,False
84,500,0.06675581178124546,7,0.0011755747874916138,False
85,500,0.06675581178124546,7,0.0011749902457684487,False
86,500,0.06675581178124546,7,0.0011767637303909996,False
87,500,0.06675581178124546,7,0.001200862118073818,False
88,500,0.06675581178124546,7,0.0010802225166304654,False
89,500,0.06675581178124546,7,0.0012591489101090563,False
90,500,0.06675581178124546,7,0.0012106365956482783,False
91,500,0.06675581178124546,7,0.0011656368056772262,False
92,500,0.06675581178124546,7,0.001251562744511909,False
93,500,0.06675581178124546,7,0.0012322957030154703,False
94,500,0.06675581178124546,7,0.0011626913484089395,False
95,500,0.06675581178124546,7,0.0011440589258117537,False
96,500,0.06675581178124546,7,0.001192376934770981,False
97,500,0.06675581178124546,7,0.001138955367510217,False
98,500,0.06675581178124546,7,0.0012677566277266843,False
99,500,0.06675581178124546,7,0.0011531889620610637,False
100,500,0.06675581178124546,7,0.0013156501025460786,True
101,500,0.06675581178124546,7,0.0008719314499770118,True
102,500,0.06675581178124546,7,0.0013933486968260183,True
103,500,0.06675581178124546,7,0.0006225537728226393,True
104,500,0.06675581178124546,7,0.0017025738475635321,True
105,500,0.06675581178124546,7,0.002582814015149899,True
106,500,0.06675581178124546,7,0.0005791647657469573,True
107,500,0.06675581178124546,7,0.0019399407686812307,True
108,500,0.06675581178124546,7,0.0010344650342194088,True
109,500,0.06675581178124546,7,0.002147929277713243,True
110,500,0.06675581178124546,7,0.0007369906036201234,True
111,500,0.06675581178124546,7,0.00292044589477697,True
112,500,0.06675581178124546,7,0.002300950817692668,True
113,500,0.06675581178124546,7,0.0014264506281980512,True
114,500,0.06675581178124546,7,0.0005229841231890684,True
115,500,0.06675581178124546,7,0.0014662345773222218,True
116,500,0.06675581178124546,7,0.003982346804657527,True
117,500,0.06675581178124546,7,0.0024329899177151656,True
118,500,0.06675581178124546,7,0.0007909608076478384,True
119,500,0.06675581178124546,7,0.002878433453516663,True
120,500,0.06675581178124546,7,0.001178961632997541,True
121,500,0.06675581178124546,7,0.0013125792825244504,True
122,500,0.06675581178124546,7,0.002536591381431161,True
123,500,0.06675581178124546,7,0.001037334223912654,True
124,500,0.06675581178124546,7,0.00048275971859070916,True
125,500,0.06675581178124546,7,0.00088974748571933,True
126,500,0.06675581178124546,7,0.0005062208987162341,True
127,500,0.06675581178124546,7,0.0034040448442536025,True
128,500,0.06675581178124546,7,0.0013521119247901642,True
129,500,0.06675581178124546,7,0.001586194886569906,True
130,500,0.06675581178124546,7,0.0035009341186741237,True
131,500,0.06675581178124546,7,0.0017913924618763331,True
132,500,0.06675581178124546,7,0.0006417339563039458,True
133,500,0.06675581178124546,7,0.0006420530562697044,True
134,500,0.06675581178124546,7,0.0006213422941353211,True
135,500,0.06675581178124546,7,0.0014749054731833743,True
136,500,0.06675581178124546,7,0.0015052989691701033,True
137,500,0.06675581178124546,7,0.001394501842788378,True
138,500,0.06675581178124546,7,0.0007639209866638513,True
139,500,0.06675581178124546,7,0.000527138164429426,True
140,500,0.06675581178124546,7,0.0006658978982339572,True
141,500,0.06675581178124546,7,0.0032092710671400766,True
142,500,0.06675581178124546,7,0.0005778350195234778,True
143,500,0.06675581178124546,7,0.0023924273824329407,True
144,500,0.06675581178124546,7,0.0028639081533435216,True
145,500,0.06675581178124546,7,0.0011122644897506,True
146,500,0.06675581178124546,7,0.0011652872630786495,True
147,500,0.06675581178124546,7,0.0013493557001707825,True
148,500,0.06675581178124546,7,0.0005757097369824371,True
149,500,0.06675581178124546,7,0.0009912897797218732,True
150,500,0.06675581178124546,7,0.00201447434192872,True
151,500,0.06675581178124546,7,0.0013418515375067186,True
152,500,0.06675581178124546,7,0.0017587675377907365,True
153,500,0.06675581178124546,7,0.0010373615985730953,True
154,500,0.06675581178124546,7,0.001428146190357793,True
155,500,0.06675581178124546,7,0.0013552792991028445,True
156,500,0.06675581178124546,7,0.0007820434680789613,True
157,500,0.06675581178124546,7,0.0008661522811741814,True
158,500,0.06675581178124546,7,0.0013846081391095564,True
159,500,0.06675581178124546,7,0.001556594529826219,True
160,500,0.06675581178124546,7,0.0013720156215031385,True
161,500,0.06675581178124546,7,0.0016009466275879601,True
162,500,0.06675581178124546,7,0.00118731176288773,True
163,500,0.06675581178124546,7,0.0006477603828553365,True
164,500,0.06675581178124546,7,0.0025173422436299605,True
165,500,0.06675581178124546,7,0.0007179551817874783,True
166,500,0.06675581178124546,7,0.0024877071290318946,True
167,500,0.06675581178124546,7,0.0013932087562563062,True
168,500,0.06675581178124546,7,0.0007437174333825631,True
169,500,0.06675581178124546,7,0.0008185739360613871,True
170,500,0.06675581178124546,7,0.003179185916131148,True
171,500,0.06675581178124546,7,0.0017845014360231188,True
172,500,0.06675581178124546,7,0.0007617656710338948,True
173,500,0.06675581178124546,7,0.0013438350388614688,True
174,500,0.06675581178124546,7,0.0006023799174598021,True
175,500,0.06675581178124546,7,0.0011085958212896587,True
176,500,0.06675581178124546,7,0.0020356968818895393,True
177,500,0.06675581178124546,7,0.0010794064150385777,True
178,500,0.06675581178124546,7,0.0007639928557395474,True
179,500,0.06675581178124546,7,0.001702432331218167,True
180,500,0.06675581178124546,7,0.002299204026388613,True
181,500,0.06675581178124546,7,0.0010643717156028592,True
182,500,0.06675581178124546,7,0.0009931524079362542,True
183,500,0.06675581178124546,7,0.0019121645994682587,True
184,500,0.06675581178124546,7,0.0015489248580210465,True
185,500,0.06675581178124546,7,0.0009924603433493367,True
186,500,0.06675581178124546,7,0.0011762137978843727,True
187,500,0.06675581178124546,7,0.0007487939276675568,True
188,500,0.06675581178124546,7,0.0008846465544837538,True
189,500,0.06675581178124546,7,0.0012942807727855112,True
190,500,0.06675581178124546,7,0.001900784754429172,True
191,500,0.06675581178124546,7,0.0005952081781670395,True
192,500,0.06675581178124546,7,0.0016386622063819414,True
193,500,0.06675581178124546,7,0.0016285989279581517,True
194,500,0.06675581178124546,7,0.0013031407652729628,True
195,500,0.06675581178124546,7,0.0009863874469831597,True
196,500,0.06675581178124546,7,0.0013544949519961119,True
197,500,0.06675581178124546,7,0.0006352495670207716,True
198,500,0.06675581178124546,7,0.0007864694635968785,True
199,500,0.06675581178124546,7,0.0011450907181060842,True
200,500,0.10403141895720198,17,0.010225229757933342,False
201,500,0.10403141895720198,17,0.01020055913496818,False
202,500,0.10403141895720198,17,0.010317191813233186,False
203,500,0.10403141895720198,17,0.010166573555654907,False
204,500,0.10403141895720198,17,0.010151933588520626,False
205,500,0.10403141895720198,17,0.010112079509624332,False
206,500,0.10403141895720198,17,0.010177112449879453,False
207,500,0.10403141895720198,17,0.010208238638108633,False
208,500,0.10403141895720198,17,0.010215031497440996,False
209,500,0.10403141895720198,17,0.010206208675463208,False
210,500,0.10403141895720198,17,0.01004640933480571,False
211,500,0.10403141895720198,17,0.010105499953281687,False
212,500,0.10403141895720198,17,0.010089483401916975,False
213,500,0.10403141895720198,17,0.010151172804778393,False
214,500,0.10403141895720198,17,0.01020505904209996,False
215,500,0.10403141895720198,17,0.010276011416396964,False
216,500,0.10403141895720198,17,0.0102345824495089,False
217,500,0.10403141895720198,17,0.01014669165508024,False
218,500,0.10403141895720198,17,0.010238507056033987,False
219,500,0.10403141895720198,17,0.01025203582249735,False
220,500,0.10403141895720198,17,0.010315934052732094,False
221,500,0.10403141895720198,17,0.01022066697914648,False
222,500,0.10403141895720198,17,0.010163594670006937,False
223,500,0.10403141895720198,17,0.0100713801840935,False
224,500,0.10403141895720198,17,0.01012680556555026,False
225,500,0.10403141895720198,17,0.010198832529223848,False
226,500,0.10403141895720198,17,0.010130868893605031,False
227,500,0.10403141895720198,17,0.00996153024586036,False
228,500,0.10403141895720198,17,0.010244524448134553,False
229,500,0.10403141895720198,17,0.010140121196013045,False
230,500,0.10403141895720198,17,0.010053930224651071,False
231,500,0.10403141895720198,17,0.01014585517643307,False
232,500,0.10403141895720198,17,0.010242901578652463,False
233,500,0.10403141895720198,17,0.010168846811301454,False
234,500,0.10403141895720198,17,0.010164956447595302,False
235,500,0.10403141895720198,17,0.01008186504961101,False
236,500,0.10403141895720198,17,0.010141457661921522,False
237,500,0.10403141895720198,17,0.01014254167872258,False
238,500,0.10403141895720198,17,0.010216065232107246,False
239,500,0.10403141895720198,17,0.010176924673317243,False
240,500,0.10403141895720198,17,0.010296986322094547,False
241,500,0.10403141895720198,17,0.009958426151568299,False
242,500,0.10403141895720198,17,0.010217769374890408,False
243,500,0.10403141895720198,17,0.010190977737381037,False
244,500,0.10403141895720198,17,0.010207725041480856,False
245,500,0.10403141895720198,17,0.010261827743142077,False
246,500,0.10403141895720198,17,0.010249271494385596,False
247,500,0.10403141895720198,17,0.01011431486921966,False
248,500,0.10403141895720198,17,0.010105520068821976,False
249,500,0.10403141895720198,17,0.0101833030463798,False
250,500,0.10403141895720198,17,0.010189926336038671,False
251,500,0.10403141895720198,17,0.010270846027909312,False
252,500,0.10403141895720198,17,0.010300009446650415,False
253,500,0.10403141895720198,17,0.010175445111782158,False
254,500,0.10403141895720198,17,0.010198721303831582,False
255,500,0.10403141895720198,17,0.01034770435557724,False
256,500,0.10403141895720198,17,0.010215590407547239,False
257,500,0.10403141895720198,17,0.010320411030075105,False
258,500,0.10403141895720198,17,0.010137094441801685,False
259,500,0.10403141895720198,17,0.010238095339564173,False
260,500,0.10403141895720198,17,0.010206080240173006,False
261,500,0.10403141895720198,17,0.010200721832863819,False
262,500,0.10403141895720198,17,0.010273383213615768,False
263,500,0.10403141895720198,17,0.010329979648234065,False
264,500,0.10403141895720198,17,0.01014228572087299,False
265,500,0.10403141895720198,17,0.010125446070680484,False
266,500,0.10403141895720198,17,0.010253960969059702,False
267,500,0.10403141895720198,17,0.010228688750872024,False
268,500,0.10403141895720198,17,0.010272688676100076,False
269,500,0.10403141895720198,17,0.010123144295919472,False
270,500,0.10403141895720198,17,0.010242953930065538,False
271,500,0.10403141895720198,17,0.01020391754842009,False
272,500,0.10403141895720198,17,0.010193419230489666,False
273,500,0.10403141895720198,17,0.010327782678188815,False
274,500,0.10403141895720198,17,0.010317379762907284,False
275,500,0.10403141895720198,17,0.009979530385840076,False
276,500,0.10403141895720198,17,0.010252762814977211,False
277,500,0.10403141895720198,17,0.010054487332170754,False
278,500,0.10403141895720198,17,0.010178710892429358,False
279,500,0.10403141895720198,17,0.010325291203571332,False
280,500,0.10403141895720198,17,0.010170519341011175,False
281,500,0.10403141895720198,17,0.010203224857838184,False
282,500,0.10403141895720198,17,0.01029268873118728,False
283,500,0.10403141895720198,17,0.010260975687656148,False
284,500,0.10403141895720198,17,0.010193674338340728,False
285,500,0.10403141895720198,17,0.010110239350764372,False
286,500,0.10403141895720198,17,0.0101890284940875,False
287,500,0.10403141895720198,17,0.010141326147830138,False
288,500,0.10403141895720198,17,0.010126145947794587,False
289,500,0.10403141895720198,17,0.010104459056855197,False
290,500,0.10403141895720198,17,0.010233068970122754,False
291,500,0.10403141895720198,17,0.010173526410100628,False
292,500,0.10403141895720198,17,0.009957596918358042,False
293,500,0.10403141895720198,17,0.010367344363470593,False
294,500,0.10403141895720198,17,0.010137004363037763,False
295,500,0.10403141895720198,17,0.010147268404748307,False
296,500,0.10403141895720198,17,0.010211701895327793,False
297,500,0.10403141895720198,17,0.010232414880614113,False
298,500,0.10403141895720198,17,0.010276051953742392,False
299,500,0.10403141895720198,17,0.010425782562654586,False
300,500,0.10403141895720198,17,0.010105014383137495,True
301,500,0.10403141895720198,17,0.01243384576415034,True
302,500,0.10403141895720198,17,0.011495097048429293,True
303,500,0.10403141895720198,17,0.010481484863195327,True
304,500,0.10403141895720198,17,0.012606082860202698,True
305,500,0.10403141895720198,17,0.010136632180954746,True
306,500,0.10403141895720198,17,0.010482941898304303,True
307,500,0.10403141895720198,17,0.010718552609551379,True
308,500,0.10403141895720198,17,0.01012256742877222,True
309,500,0.10403141895720198,17,0.010470437042154295,True
310,500,0.10403141895720198,17,0.011729932146740339,True
311,500,0.10403141895720198,17,0.010253886000754948,True
312,500,0.10403141895720198,17,0.01040162349297004,True
313,500,0.10403141895720198,17,0.010951824079377443,True
314,500,0.10403141895720198,17,0.010291488475562554,True
315,500,0.10403141895720198,17,0.010294680431223118,True
316,500,0.10403141895720198,17,0.011897696470658577,True
317,500,0.10403141895720198,17,0.011636058469211188,True
318,500,0.10403141895720198,17,0.010289197774377687,True
319,500,0.10403141895720198,17,0.012495970711585746,True
320,500,0.10403141895720198,17,0.010166845250011608,True
321,500,0.10403141895720198,17,0.010140250904880195,True
322,500,0.10403141895720198,17,0.01253899835865463,True
323,500,0.10403141895720198,17,0.010304687199004814,True
324,500,0.10403141895720198,17,0.010967275573826558,True
325,500,0.10403141895720198,17,0.010753068411227851,True
326,500,0.10403141895720198,17,0.01018470396604789,True
327,500,0.10403141895720198,17,0.011602780830434523,True
328,500,0.10403141895720198,17,0.010354116770684752,True
329,500,0.10403141895720198,17,0.010167057129428217,True
330,500,0.10403141895720198,17,0.010313926621473905,True
331,500,0.10403141895720198,17,0.010905519495898748,True
332,500,0.10403141895720198,17,0.012777236788103047,True
333,500,0.10403141895720198,17,0.010699286288402372,True
334,500,0.10403141895720198,17,0.011176360081725758,True
335,500,0.10403141895720198,17,0.010219377427117649,True
336,500,0.10403141895720198,17,0.012909021875037051,True
337,500,0.10403141895720198,17,0.012811965284764505,True
338,500,0.10403141895720198,17,0.011099560277304465,True
339,500,0.10403141895720198,17,0.010278542516376263,True
340,500,0.10403141895720198,17,0.010358698778017811,True
341,500,0.10403141895720198,17,0.012548254951080287,True
342,500,0.10403141895720198,17,0.010222027845349056,True
343,500,0.10403141895720198,17,0.012599442469338251,True
344,500,0.10403141895720198,17,0.010525393098241522,True
345,500,0.10403141895720198,17,0.010103847309244721,True
346,500,0.10403141895720198,17,0.010364823860960617,True
347,500,0.10403141895720198,17,0.010295630127483852,True
348,500,0.10403141895720198,17,0.010212299576689616,True
349,500,0.10403141895720198,17,0.011704677396583749,True
350,500,0.10403141895720198,17,0.010092155924459268,True
351,500,0.10403141895720198,17,0.010389930149622697,True
352,500,0.10403141895720198,17,0.010895705258517921,True
353,500,0.10403141895720198,17,0.012994189166683913,True
354,500,0.10403141895720198,17,0.011770265061035848,True
355,500,0.10403141895720198,17,0.010291664704181122,True
356,500,0.10403141895720198,17,0.011818825772661853,True
357,500,0.10403141895720198,17,0.011342096610892076,True
358,500,0.10403141895720198,17,0.011503030964964524,True
359,500,0.10403141895720198,17,0.010260941980402682,True
360,500,0.10403141895720198,17,0.010409658089585088,True
361,500,0.10403141895720198,17,0.01134070223402352,True
362,500,0.10403141895720198,17,0.011763105929520876,True
363,500,0.10403141895720198,17,0.010263275238898155,True
364,500,0.10403141895720198,17,0.010472214995275501,True
365,500,0.10403141895720198,17,0.010159311793680969,True
366,500,0.10403141895720198,17,0.010123274510424675,True
367,500,0.10403141895720198,17,0.011136916120127014,True
368,500,0.10403141895720198,17,0.011389478658860636,True
369,500,0.10403141895720198,17,0.010448781424633225,True
370,500,0.10403141895720198,17,0.010436964670691813,True
371,500,0.10403141895720198,17,0.010153222449218695,True
372,500,0.10403141895720198,17,0.010379893322647505,True
373,500,0.10403141895720198,17,0.011779217236756748,True
374,500,0.10403141895720198,17,0.011649617457395739,True
375,500,0.10403141895720198,17,0.01036380725086931,True
376,500,0.10403141895720198,17,0.01049707546852378,True
377,500,0.10403141895720198,17,0.010245994395484391,True
378,500,0.10403141895720198,17,0.01052988229244594,True
379,500,0.10403141895720198,17,0.010920570461469327,True
380,500,0.10403141895720198,17,0.012187232056541746,True
381,500,0.10403141895720198,17,0.010210559449672018,True
382,500,0.10403141895720198,17,0.010245304766035284,True
383,500,0.10403141895720198,17,0.010289247082739624,True
384,500,0.10403141895720198,17,0.011157642197909863,True
385,500,0.10403141895720198,17,0.010462507090802674,True
386,500,0.10403141895720198,17,0.010555786750626952,True
387,500,0.10403141895720198,17,0.010423708668088704,True
388,500,0.10403141895720198,17,0.01019809447289644,True
389,500,0.10403141895720198,17,0.010329170726347748,True
390,500,0.10403141895720198,17,0.012974166695763137,True
391,500,0.10403141895720198,17,0.010226966791037219,True
392,500,0.10403141895720198,17,0.011674517580048765,True
393,500,0.10403141895720198,17,0.010313734353714174,True
394,500,0.10403141895720198,17,0.012890814763486247,True
395,500,0.10403141895720198,17,0.010140912323680818,True
396,500,0.10403141895720198,17,0.010800324647436937,True
397,500,0.10403141895720198,17,0.010600972670745116,True
398,500,0.10403141895720198,17,0.012104649690415824,True
399,500,0.10403141895720198,17,0.012010715064834938,True
400,500,0.1311058116710495,27,0.02117883040000988,False
401,500,0.1311058116710495,27,0.020811081770328303,False
402,500,0.1311058116710495,27,0.018953334882097026,False
403,500,0.1311058116710495,27,0.018602727546425276,False
404,500,0.1311058116710495,27,0.0186479500963655,False
405,500,0.1311058116710495,27,0.01873589941829472,False
406,500,0.1311058116710495,27,0.018732715062882602,False
407,500,0.1311058116710495,27,0.019529489892310736,False
408,500,0.1311058116710495,27,0.019016280649218453,False
409,500,0.1311058116710495,27,0.019152098742081552,False
410,500,0.1311058116710495,27,0.01894446833771872,False
411,500,0.1311058116710495,27,0.02110993170568985,False
412,500,0.1311058116710495,27,0.021126222444216997,False
413,500,0.1311058116710495,27,0.01930013802653395,False
414,500,0.1311058116710495,27,0.018928294937681188,False
415,500,0.1311058116710495,27,0.01880745678288342,False
416,500,0.1311058116710495,27,0.018798747254772367,False
417,500,0.1311058116710495,27,0.018844068065576633,False
418,500,0.1311058116710495,27,0.021143980303188207,False
419,500,0.1311058116710495,27,0.018875601554839742,False
420,500,0.1311058116710495,27,0.01894577407195436,False
421,500,0.1311058116710495,27,0.019271819860722936,False
422,500,0.1311058116710495,27,0.01879877669259241,False
423,500,0.1311058116710495,27,0.0198009555082845,False
424,500,0.1311058116710495,27,0.018840693249410685,False
425,500,0.1311058116710495,27,0.019044776932883978,False
426,500,0.1311058116710495,27,0.020326772854177857,False
427,500,0.1311058116710495,27,0.01848204675532851,False
428,500,0.1311058116710495,27,0.02089474545392004,False
429,500,0.1311058116710495,27,0.01954188362196383,False
430,500,0.1311058116710495,27,0.01872404750236667,False
431,500,0.1311058116710495,27,0.018856347066994485,False
432,500,0.1311058116710495,27,0.019401936240550484,False
433,500,0.1311058116710495,27,0.01950431707193824,False
434,500,0.1311058116710495,27,0.01988113275081553,False
435,500,0.1311058116710495,27,0.01908659984880695,False
436,500,0.1311058116710495,27,0.018950642664233144,False
437,500,0.1311058116710495,27,0.02078545230070982,False
438,500,0.1311058116710495,27,0.020364589555818886,False
439,500,0.1311058116710495,27,0.019148564491310142,False
440,500,0.1311058116710495,27,0.01954352800240459,False
441,500,0.1311058116710495,27,0.02086823893484793,False
442,500,0.1311058116710495,27,0.01879873936536124,False
443,500,0.1311058116710495,27,0.018804511778147428,False
444,500,0.1311058116710495,27,0.01891122951162537,False
445,500,0.1311058116710495,27,0.018698164922341984,False
446,500,0.1311058116710495,27,0.02026794265734914,False
447,500,0.1311058116710495,27,0.01908416605445751,False
448,500,0.1311058116710495,27,0.019407824963659566,False
449,500,0.1311058116710495,27,0.019219123532740884,False
450,500,0.1311058116710495,27,0.018883096215641562,False
451,500,0.1311058116710495,27,0.019707959843812968,False
452,500,0.1311058116710495,27,0.019724363232115606,False
453,500,0.1311058116710495,27,0.020362499476038992,False
454,500,0.1311058116710495,27,0.020480514156317502,False
455,500,0.1311058116710495,27,0.01933448468867668,False
456,500,0.1311058116710495,27,0.018837956967057968,False
457,500,0.1311058116710495,27,0.01907550984923297,False
458,500,0.1311058116710495,27,0.018784715761535488,False
459,500,0.1311058116710495,27,0.019936508417125277,False
460,500,0.1311058116710495,27,0.01952092139120342,False
461,500,0.1311058116710495,27,0.018582672565609762,False
462,500,0.1311058116710495,27,0.021104271702672914,False
463,500,0.1311058116710495,27,0.018756768081003627,False
464,500,0.1311058116710495,27,0.020875131256700725,False
465,500,0.1311058116710495,27,0.019296640379225006,False
466,500,0.1311058116710495,27,0.019005334367824117,False
467,500,0.1311058116710495,27,0.018801462231662625,False
468,500,0.1311058116710495,27,0.019049141562308133,False
469,500,0.1311058116710495,27,0.020072207713895118,False
470,500,0.1311058116710495,27,0.01878505129010353,False
471,500,0.1311058116710495,27,0.01881404944346534,False
472,500,0.1311058116710495,27,0.018949500966351465,False
473,500,0.1311058116710495,27,0.01973826754311276,False
474,500,0.1311058116710495,27,0.018936455339904346,False
475,500,0.1311058116710495,27,0.01879125094458365,False
476,500,0.1311058116710495,27,0.018829957825870176,False
477,500,0.1311058116710495,27,0.02008202223790677,False
478,500,0.1311058116710495,27,0.018315820121580156,False
479,500,0.1311058116710495,27,0.019230643192534386,False
480,500,0.1311058116710495,27,0.01952188704927289,False
481,500,0.1311058116710495,27,0.019168615636304013,False
482,500,0.1311058116710495,27,0.01868121459468724,False
483,500,0.1311058116710495,27,0.020097587879977185,False
484,500,0.1311058116710495,27,0.020949341335043458,False
485,500,0.1311058116710495,27,0.018911408962785516,False
486,500,0.1311058116710495,27,0.01911969386753833,False
487,500,0.1311058116710495,27,0.020047044704648912,False
488,500,0.1311058116710495,27,0.019789468106740246,False
489,500,0.1311058116710495,27,0.019118171104846107,False
490,500,0.1311058116710495,27,0.018890141468985804,False
491,500,0.1311058116710495,27,0.019428178559771275,False
492,500,0.1311058116710495,27,0.019591643761653864,False
493,500,0.1311058116710495,27,0.020001577536575672,False
494,500,0.1311058116710495,27,0.01876838650588849,False
495,500,0.1311058116710495,27,0.018873582283095873,False
496,500,0.1311058116710495,27,0.018596809189334384,False
497,500,0.1311058116710495,27,0.01869280358472052,False
498,500,0.1311058116710495,27,0.018788515498963484,False
499,500,0.1311058116710495,27,0.02090045397810117,False
500,500,0.1311058116710495,27,0.020917219167704948,True
501,500,0.1311058116710495,27,0.01927353416835144,True
502,500,0.1311058116710495,27,0.01879461095098053,True
503,500,0.1311058116710495,27,0.01913306188998518,True
504,500,0.1311058116710495,27,0.018598838166021706,True
505,500,0.1311058116710495,27,0.019814997306061486,True
506,500,0.1311058116710495,27,0.020746666814301745,True
507,500,0.1311058116710495,27,0.018908141559217755,True
508,500,0.1311058116710495,27,0.020923159781866835,True
509,500,0.1311058116710495,27,0.021194255376250744,True
510,500,0.1311058116710495,27,0.018926316289504898,True
511,500,0.1311058116710495,27,0.018854086667414106,True
512,500,0.1311058116710495,27,0.01889851609199895,True
513,500,0.1311058116710495,27,0.01878120051270314,True
514,500,0.1311058116710495,27,0.018667387198388157,True
515,500,0.1311058116710495,27,0.020911621231658278,True
516,500,0.1311058116710495,27,0.0193771978522247,True
517,500,0.1311058116710495,27,0.020545487825645085,True
518,500,0.1311058116710495,27,0.021097926378138804,True
519,500,0.1311058116710495,27,0.01859673118743808,True
520,500,0.1311058116710495,27,0.019667143209461748,True
521,500,0.1311058116710495,27,0.018937505506779424,True
522,500,0.1311058116710495,27,0.019129515833728555,True
523,500,0.1311058116710495,27,0.0189496185254612,True
524,500,0.1311058116710495,27,0.01896575361351955,True
525,500,0.1311058116710495,27,0.019795926149035324,True
526,500,0.1311058116710495,27,0.021120219504777875,True
527,500,0.1311058116710495,27,0.01937901978281371,True
528,500,0.1311058116710495,27,0.01863054411053335,True
529,500,0.1311058116710495,27,0.019317646744014517,True
530,500,0.1311058116710495,27,0.018739451882366837,True
