,size,avg,pr,slope,shuffled
50,500,6.0,0.0,0.0058797881950210405,False
51,500,6.0,0.0,0.0055791764074529125,False
52,500,6.0,0.0,0.0056445092119805345,False
53,500,6.0,0.0,0.005579540490168438,False
54,500,6.0,0.0,0.005262390188553695,False
55,500,6.0,0.0,0.005511132030897967,False
56,500,6.0,0.0,0.005623199863010788,False
57,500,6.0,0.0,0.005383449166696303,False
58,500,6.0,0.0,0.005132195084809961,False
59,500,6.0,0.0,0.005479150112739609,False
60,500,6.0,0.0,0.005207543958372069,False
61,500,6.0,0.0,0.004712309604844372,False
62,500,6.0,0.0,0.005576160450237277,False
63,500,6.0,0.0,0.005599911381379303,False
64,500,6.0,0.0,0.005510794828203952,False
65,500,6.0,0.0,0.005642631177061557,False
66,500,6.0,0.0,0.005183625754985463,False
67,500,6.0,0.0,0.005530603675682811,False
68,500,6.0,0.0,0.0055295605302378556,False
69,500,6.0,0.0,0.005218878595305329,False
70,500,6.0,0.0,0.004852186238928905,False
71,500,6.0,0.0,0.005650784517195435,False
72,500,6.0,0.0,0.005617734680512606,False
73,500,6.0,0.0,0.005367582285263259,False
74,500,6.0,0.0,0.005187233692850185,False
75,500,6.0,0.0,0.005557494425692463,False
76,500,6.0,0.0,0.005436031969057645,False
77,500,6.0,0.0,0.005263702589610413,False
78,500,6.0,0.0,0.005568162068100074,False
79,500,6.0,0.0,0.005008088273551876,False
80,500,6.0,0.0,0.005241453858457086,False
81,500,6.0,0.0,0.0054484088061268025,False
82,500,6.0,0.0,0.005550518545044301,False
83,500,6.0,0.0,0.005455626171159161,False
84,500,6.0,0.0,0.00537341160846284,False
85,500,6.0,0.0,0.005099849934391343,False
86,500,6.0,0.0,0.005373065756758952,False
87,500,6.0,0.0,0.005485902570587584,False
88,500,6.0,0.0,0.005206971902084053,False
89,500,6.0,0.0,0.005495657582329797,False
90,500,6.0,0.0,0.005563535707201511,False
91,500,6.0,0.0,0.005473533079519705,False
92,500,6.0,0.0,0.004924350112715393,False
93,500,6.0,0.0,0.005282120159669717,False
94,500,6.0,0.0,0.005364459398716079,False
95,500,6.0,0.0,0.005290371685764438,False
96,500,6.0,0.0,0.0054377865441773785,False
97,500,6.0,0.0,0.006045514935473929,False
98,500,6.0,0.0,0.005046267301184485,False
99,500,6.0,0.0,0.005217296636414582,False
100,500,6.0,0.0,0.005949252379841641,True
101,500,6.0,0.0,0.005039587423777392,True
102,500,6.0,0.0,0.009180979573913376,True
103,500,6.0,0.0,0.008267994704519957,True
104,500,6.0,0.0,0.013591719744256717,True
105,500,6.0,0.0,0.006409984941198501,True
106,500,6.0,0.0,0.007217638321714694,True
107,500,6.0,0.0,0.011318386497164495,True
108,500,6.0,0.0,0.007952314932465268,True
109,500,6.0,0.0,0.01057349533624534,True
110,500,6.0,0.0,0.009288399012661866,True
111,500,6.0,0.0,0.00573053978168125,True
112,500,6.0,0.0,0.004914283835665599,True
113,500,6.0,0.0,0.013169468536541605,True
114,500,6.0,0.0,0.007786830314104968,True
115,500,6.0,0.0,0.00610971533598882,True
116,500,6.0,0.0,0.007377350449257101,True
117,500,6.0,0.0,0.01199550570432434,True
118,500,6.0,0.0,0.008483519597124806,True
119,500,6.0,0.0,0.009880280230238849,True
120,500,6.0,0.0,0.0071662105173558345,True
121,500,6.0,0.0,0.007470956872088791,True
122,500,6.0,0.0,0.007340323938804523,True
123,500,6.0,0.0,0.005615508389371958,True
124,500,6.0,0.0,0.009589023797086881,True
125,500,6.0,0.0,0.010177068152924238,True
126,500,6.0,0.0,0.008976997043573806,True
127,500,6.0,0.0,0.006791529730579433,True
128,500,6.0,0.0,0.013281995395474443,True
129,500,6.0,0.0,0.006278250355273976,True
130,500,6.0,0.0,0.010286859075256647,True
131,500,6.0,0.0,0.0058348117816583054,True
132,500,6.0,0.0,0.0072671248345033395,True
133,500,6.0,0.0,0.012103749013834616,True
134,500,6.0,0.0,0.008684019815659366,True
135,500,6.0,0.0,0.009015781134812249,True
136,500,6.0,0.0,0.0059942785049374595,True
137,500,6.0,0.0,0.008314666798976779,True
138,500,6.0,0.0,0.008091161613023395,True
139,500,6.0,0.0,0.014016666403718148,True
140,500,6.0,0.0,0.008733946618490281,True
141,500,6.0,0.0,0.008762190885778065,True
142,500,6.0,0.0,0.0034263858641080595,True
143,500,6.0,0.0,0.0048424263308175924,True
144,500,6.0,0.0,0.004768616232808805,True
145,500,6.0,0.0,0.009896311889445338,True
146,500,6.0,0.0,0.006600297737862717,True
147,500,6.0,0.0,0.008485744209340566,True
148,500,6.0,0.0,0.006548216316219596,True
149,500,6.0,0.0,0.007379941462855465,True
150,500,6.0,0.0,0.00778150205701522,True
151,500,6.0,0.0,0.007622910377037743,True
152,500,6.0,0.0,0.008790300515844642,True
153,500,6.0,0.0,0.00860486689659572,True
154,500,6.0,0.0,0.007035449311073126,True
155,500,6.0,0.0,0.009675030316820958,True
156,500,6.0,0.0,0.007332233088398278,True
157,500,6.0,0.0,0.005627513874557359,True
158,500,6.0,0.0,0.008365816995855584,True
159,500,6.0,0.0,0.007732747634638424,True
160,500,6.0,0.0,0.004929207884231094,True
161,500,6.0,0.0,0.008597635324633646,True
162,500,6.0,0.0,0.005538821676867804,True
163,500,6.0,0.0,0.008940306896407344,True
164,500,6.0,0.0,0.007849146116149532,True
165,500,6.0,0.0,0.007146533736320651,True
166,500,6.0,0.0,0.006642974907404216,True
167,500,6.0,0.0,0.008403869921383565,True
168,500,6.0,0.0,0.008373352590460808,True
169,500,6.0,0.0,0.004755126075203282,True
170,500,6.0,0.0,0.007677566383188217,True
171,500,6.0,0.0,0.006475484294462002,True
172,500,6.0,0.0,0.005119131146806577,True
173,500,6.0,0.0,0.012189317072540047,True
174,500,6.0,0.0,0.0081772455838212,True
175,500,6.0,0.0,0.010204086339749247,True
176,500,6.0,0.0,0.006035661978202693,True
177,500,6.0,0.0,0.0055602630462430625,True
178,500,6.0,0.0,0.013019130225461906,True
179,500,6.0,0.0,0.0076700886711623065,True
180,500,6.0,0.0,0.010039533564509985,True
181,500,6.0,0.0,0.010727125081006272,True
182,500,6.0,0.0,0.006268094874331556,True
183,500,6.0,0.0,0.008738687564317787,True
184,500,6.0,0.0,0.0059065276906797685,True
185,500,6.0,0.0,0.007377354112260012,True
186,500,6.0,0.0,0.006943353516767678,True
187,500,6.0,0.0,0.0067582450915678475,True
188,500,6.0,0.0,0.007482371258542578,True
189,500,6.0,0.0,0.0072730823580159825,True
190,500,6.0,0.0,0.007638457910856209,True
191,500,6.0,0.0,0.006952362922651194,True
192,500,6.0,0.0,0.005467904671554521,True
193,500,6.0,0.0,0.005855902798272053,True
194,500,6.0,0.0,0.006610777476854134,True
195,500,6.0,0.0,0.014802949750139167,True
196,500,6.0,0.0,0.011401295711710037,True
197,500,6.0,0.0,0.018885908591983396,True
198,500,6.0,0.0,0.00803566203303036,True
199,500,6.0,0.0,0.013262975944779704,True
200,500,6.0,0.1,0.046652610026303415,False
201,500,6.0,0.1,0.05321786812347598,False
202,500,6.0,0.1,0.046603947129615186,False
203,500,6.0,0.1,0.05061163428164355,False
204,500,6.0,0.1,0.049627625746889344,False
205,500,6.0,0.1,0.0533266723630507,False
206,500,6.0,0.1,0.05268488074321847,False
207,500,6.0,0.1,0.05464780476841515,False
208,500,6.0,0.1,0.05333774002841665,False
209,500,6.0,0.1,0.04563057391378527,False
210,500,6.0,0.1,0.05214271226118918,False
211,500,6.0,0.1,0.051689271538998674,False
212,500,6.0,0.1,0.0512807791990381,False
213,500,6.0,0.1,0.04924307113599488,False
214,500,6.0,0.1,0.05161993986179895,False
215,500,6.0,0.1,0.04996800268412691,False
216,500,6.0,0.1,0.0487120898706078,False
217,500,6.0,0.1,0.049169759290576355,False
218,500,6.0,0.1,0.05220837838375483,False
219,500,6.0,0.1,0.04777688632607624,False
220,500,6.0,0.1,0.04782524399054006,False
221,500,6.0,0.1,0.048574934531404754,False
222,500,6.0,0.1,0.0504454636900638,False
223,500,6.0,0.1,0.05026127238213719,False
224,500,6.0,0.1,0.05052846924640192,False
225,500,6.0,0.1,0.05270611317244903,False
226,500,6.0,0.1,0.052679923024089144,False
227,500,6.0,0.1,0.04826877879820574,False
228,500,6.0,0.1,0.049539782063916925,False
229,500,6.0,0.1,0.046743207459490996,False
230,500,6.0,0.1,0.05053122430299016,False
231,500,6.0,0.1,0.05320778150365482,False
232,500,6.0,0.1,0.049151284422572813,False
233,500,6.0,0.1,0.043878723000700545,False
234,500,6.0,0.1,0.04871773154078014,False
235,500,6.0,0.1,0.053990983586343966,False
236,500,6.0,0.1,0.050557969404219416,False
237,500,6.0,0.1,0.051107435945244896,False
238,500,6.0,0.1,0.050357925140264326,False
239,500,6.0,0.1,0.05309327299416296,False
240,500,6.0,0.1,0.04957942296335802,False
241,500,6.0,0.1,0.048893526601457724,False
242,500,6.0,0.1,0.05381626935072173,False
243,500,6.0,0.1,0.05124537692125943,False
244,500,6.0,0.1,0.05088366012695313,False
245,500,6.0,0.1,0.04601528719446468,False
246,500,6.0,0.1,0.04781785090828693,False
247,500,6.0,0.1,0.04701589953582873,False
248,500,6.0,0.1,0.04836977911292301,False
249,500,6.0,0.1,0.052727674844916674,False
250,500,6.0,0.1,0.0518112086724357,False
251,500,6.0,0.1,0.052823272483614896,False
252,500,6.0,0.1,0.04997530222647741,False
253,500,6.0,0.1,0.04729339876707478,False
254,500,6.0,0.1,0.0493304132162132,False
255,500,6.0,0.1,0.050320768155631856,False
256,500,6.0,0.1,0.047446657979273686,False
257,500,6.0,0.1,0.052295453726635376,False
258,500,6.0,0.1,0.05083304473712138,False
259,500,6.0,0.1,0.05168285287795994,False
260,500,6.0,0.1,0.05072814575652295,False
261,500,6.0,0.1,0.05266084780236986,False
262,500,6.0,0.1,0.05221249781316293,False
263,500,6.0,0.1,0.0525436608979589,False
264,500,6.0,0.1,0.049814721447703866,False
265,500,6.0,0.1,0.04571473455073943,False
266,500,6.0,0.1,0.05117135426844664,False
267,500,6.0,0.1,0.04952600956026006,False
268,500,6.0,0.1,0.048294396163014425,False
269,500,6.0,0.1,0.04935680113431794,False
270,500,6.0,0.1,0.0505898166066867,False
271,500,6.0,0.1,0.05243403513702487,False
272,500,6.0,0.1,0.051961800070801846,False
273,500,6.0,0.1,0.05306663803397612,False
274,500,6.0,0.1,0.05488539608092674,False
275,500,6.0,0.1,0.0484812469074415,False
276,500,6.0,0.1,0.050630607445875206,False
277,500,6.0,0.1,0.050092138549938936,False
278,500,6.0,0.1,0.048593362654679756,False
279,500,6.0,0.1,0.05414180307411231,False
280,500,6.0,0.1,0.05231628342342139,False
281,500,6.0,0.1,0.0472780091861267,False
282,500,6.0,0.1,0.049481863909186505,False
283,500,6.0,0.1,0.05076647147216613,False
284,500,6.0,0.1,0.05038662522030973,False
285,500,6.0,0.1,0.05008222980248311,False
286,500,6.0,0.1,0.050402905874945406,False
287,500,6.0,0.1,0.05391143552515058,False
288,500,6.0,0.1,0.0517860810003695,False
289,500,6.0,0.1,0.04569452330046296,False
290,500,6.0,0.1,0.05208642053340555,False
291,500,6.0,0.1,0.05742962571220824,False
292,500,6.0,0.1,0.05568728884708358,False
293,500,6.0,0.1,0.048451378600511,False
294,500,6.0,0.1,0.05416395318952547,False
295,500,6.0,0.1,0.05027596712233221,False
296,500,6.0,0.1,0.04824028439777656,False
297,500,6.0,0.1,0.05044828504723025,False
298,500,6.0,0.1,0.049277353915806364,False
299,500,6.0,0.1,0.04910018169291479,False
300,500,6.0,0.1,0.04135513540621126,True
301,500,6.0,0.1,0.04942201579750471,True
302,500,6.0,0.1,0.06235255786993442,True
303,500,6.0,0.1,0.04564348094159195,True
304,500,6.0,0.1,0.04793130235401891,True
305,500,6.0,0.1,0.04413572401011129,True
306,500,6.0,0.1,0.04866811193729595,True
307,500,6.0,0.1,0.05564952643022785,True
308,500,6.0,0.1,0.04074909160068204,True
309,500,6.0,0.1,0.051773993179272865,True
310,500,6.0,0.1,0.05313173741334275,True
311,500,6.0,0.1,0.06455735631678516,True
312,500,6.0,0.1,0.051068334601042244,True
313,500,6.0,0.1,0.054257838127236856,True
314,500,6.0,0.1,0.05250564877753929,True
315,500,6.0,0.1,0.04189649344090006,True
316,500,6.0,0.1,0.05267525957747486,True
317,500,6.0,0.1,0.04858730289103568,True
318,500,6.0,0.1,0.057477195363247274,True
319,500,6.0,0.1,0.047156732472479736,True
320,500,6.0,0.1,0.046344454571080544,True
321,500,6.0,0.1,0.046859294592264414,True
322,500,6.0,0.1,0.050898104727556695,True
323,500,6.0,0.1,0.04925534899158101,True
324,500,6.0,0.1,0.04083942409764815,True
325,500,6.0,0.1,0.04494900875955396,True
326,500,6.0,0.1,0.05389167652221387,True
327,500,6.0,0.1,0.03559534919377172,True
328,500,6.0,0.1,0.05024318126902857,True
329,500,6.0,0.1,0.040432551211646496,True
330,500,6.0,0.1,0.050512016471370574,True
331,500,6.0,0.1,0.04247849500438593,True
332,500,6.0,0.1,0.043697432000548826,True
333,500,6.0,0.1,0.04845318042482233,True
334,500,6.0,0.1,0.06286963402516932,True
335,500,6.0,0.1,0.058502983546347025,True
336,500,6.0,0.1,0.05909201513557053,True
337,500,6.0,0.1,0.048250721672355154,True
338,500,6.0,0.1,0.05249180429740326,True
339,500,6.0,0.1,0.053653871707027886,True
340,500,6.0,0.1,0.05034174641349128,True
341,500,6.0,0.1,0.047783287337505274,True
342,500,6.0,0.1,0.04323141117337683,True
343,500,6.0,0.1,0.050855113708517155,True
344,500,6.0,0.1,0.0476885764196282,True
345,500,6.0,0.1,0.050441366185635446,True
346,500,6.0,0.1,0.04745691830392174,True
347,500,6.0,0.1,0.051923471743968753,True
348,500,6.0,0.1,0.040085870707717186,True
349,500,6.0,0.1,0.05585141707549501,True
350,500,6.0,0.1,0.04609442944322387,True
351,500,6.0,0.1,0.04318067433877954,True
352,500,6.0,0.1,0.04459078437324902,True
353,500,6.0,0.1,0.04883854193032969,True
354,500,6.0,0.1,0.04922151912617992,True
355,500,6.0,0.1,0.058094194963685584,True
356,500,6.0,0.1,0.050836124615977814,True
357,500,6.0,0.1,0.04233141942450564,True
358,500,6.0,0.1,0.04530305406414924,True
359,500,6.0,0.1,0.03934213909024878,True
360,500,6.0,0.1,0.05686364823663122,True
361,500,6.0,0.1,0.05335233713405635,True
362,500,6.0,0.1,0.04574957393121228,True
363,500,6.0,0.1,0.05707062499917381,True
364,500,6.0,0.1,0.053694497660241265,True
365,500,6.0,0.1,0.055419590816499005,True
366,500,6.0,0.1,0.052298419147019284,True
367,500,6.0,0.1,0.04439055725418257,True
368,500,6.0,0.1,0.048282598726927535,True
369,500,6.0,0.1,0.06052530693862909,True
370,500,6.0,0.1,0.04634767456074008,True
371,500,6.0,0.1,0.06694825186362623,True
372,500,6.0,0.1,0.05027193335404072,True
373,500,6.0,0.1,0.05545522367279241,True
374,500,6.0,0.1,0.04928226459523532,True
375,500,6.0,0.1,0.058100275390313316,True
376,500,6.0,0.1,0.05239499030814066,True
377,500,6.0,0.1,0.05496787010907639,True
378,500,6.0,0.1,0.0514483742427327,True
379,500,6.0,0.1,0.05472305983059011,True
380,500,6.0,0.1,0.06784433727941769,True
381,500,6.0,0.1,0.04163133799173425,True
382,500,6.0,0.1,0.0430653860564473,True
383,500,6.0,0.1,0.04984532589184229,True
384,500,6.0,0.1,0.053080038976172604,True
385,500,6.0,0.1,0.054345189998265785,True
386,500,6.0,0.1,0.04825118290451347,True
387,500,6.0,0.1,0.05566280405642471,True
388,500,6.0,0.1,0.0408439355709625,True
389,500,6.0,0.1,0.05261512972936619,True
390,500,6.0,0.1,0.050951347689581566,True
391,500,6.0,0.1,0.04259649147436199,True
392,500,6.0,0.1,0.05825542541853055,True
393,500,6.0,0.1,0.05197642087470399,True
394,500,6.0,0.1,0.05284427434877665,True
395,500,6.0,0.1,0.06220145147277559,True
396,500,6.0,0.1,0.039706207229680435,True
397,500,6.0,0.1,0.05147202049151562,True
398,500,6.0,0.1,0.05197911614489881,True
399,500,6.0,0.1,0.053840482024714593,True
400,500,6.0,0.2,0.09342891821149055,False
401,500,6.0,0.2,0.09024233220983324,False
402,500,6.0,0.2,0.10268719402417094,False
403,500,6.0,0.2,0.10191797960627218,False
404,500,6.0,0.2,0.08558267097603875,False
405,500,6.0,0.2,0.10301673091079344,False
406,500,6.0,0.2,0.08747330476830456,False
407,500,6.0,0.2,0.08733734484892083,False
408,500,6.0,0.2,0.09531338502196557,False
409,500,6.0,0.2,0.08286308357782712,False
410,500,6.0,0.2,0.09713032098261337,False
411,500,6.0,0.2,0.0906331060722736,False
412,500,6.0,0.2,0.08079858571829701,False
413,500,6.0,0.2,0.0956518192382889,False
414,500,6.0,0.2,0.08461816387173317,False
415,500,6.0,0.2,0.10219046236005959,False
416,500,6.0,0.2,0.08903015873621475,False
417,500,6.0,0.2,0.0927194757211899,False
418,500,6.0,0.2,0.08373528280441306,False
419,500,6.0,0.2,0.09739042583286749,False
420,500,6.0,0.2,0.09400660419049045,False
421,500,6.0,0.2,0.10133987945281023,False
422,500,6.0,0.2,0.08987705044097948,False
423,500,6.0,0.2,0.09713124739485333,False
424,500,6.0,0.2,0.09401066312638551,False
425,500,6.0,0.2,0.08861495311155823,False
426,500,6.0,0.2,0.10061000324301828,False
427,500,6.0,0.2,0.08681029501082857,False
428,500,6.0,0.2,0.0897788868344248,False
429,500,6.0,0.2,0.0922189786353357,False
430,500,6.0,0.2,0.10145252524743538,False
431,500,6.0,0.2,0.09087920603977513,False
432,500,6.0,0.2,0.08617726410361307,False
433,500,6.0,0.2,0.08372457115170015,False
434,500,6.0,0.2,0.08759475790492631,False
435,500,6.0,0.2,0.08938467642865718,False
436,500,6.0,0.2,0.08394901525903276,False
437,500,6.0,0.2,0.09344282329920622,False
438,500,6.0,0.2,0.08576629484422088,False
439,500,6.0,0.2,0.09666566594729073,False
440,500,6.0,0.2,0.08956795165342873,False
441,500,6.0,0.2,0.08786576943169053,False
442,500,6.0,0.2,0.091627284570254,False
443,500,6.0,0.2,0.0918507627772029,False
444,500,6.0,0.2,0.08710401089202195,False
445,500,6.0,0.2,0.0880125772686546,False
446,500,6.0,0.2,0.08578840740841256,False
447,500,6.0,0.2,0.09164353122336456,False
448,500,6.0,0.2,0.08737541438155938,False
449,500,6.0,0.2,0.09208206531965243,False
450,500,6.0,0.2,0.09233080118195819,False
451,500,6.0,0.2,0.08713891970486558,False
452,500,6.0,0.2,0.08945180928766797,False
453,500,6.0,0.2,0.08315665797197236,False
454,500,6.0,0.2,0.08701191220342833,False
455,500,6.0,0.2,0.08813127772873482,False
456,500,6.0,0.2,0.08444341251216134,False
457,500,6.0,0.2,0.09837244524142681,False
458,500,6.0,0.2,0.08793772950099805,False
459,500,6.0,0.2,0.0907528193367526,False
460,500,6.0,0.2,0.09224075043512833,False
461,500,6.0,0.2,0.09765750190391109,False
462,500,6.0,0.2,0.09068497175470672,False
463,500,6.0,0.2,0.09517412647312118,False
464,500,6.0,0.2,0.10266809954170733,False
465,500,6.0,0.2,0.0851221111568324,False
466,500,6.0,0.2,0.0932418170221975,False
467,500,6.0,0.2,0.08976636749761206,False
468,500,6.0,0.2,0.0888089149091298,False
469,500,6.0,0.2,0.07924508981249742,False
470,500,6.0,0.2,0.09833012537823146,False
471,500,6.0,0.2,0.10554194995131666,False
472,500,6.0,0.2,0.08503566141150962,False
473,500,6.0,0.2,0.09810029813539604,False
474,500,6.0,0.2,0.09203772396205522,False
475,500,6.0,0.2,0.09830332679024485,False
476,500,6.0,0.2,0.1038256107429271,False
477,500,6.0,0.2,0.10038379592219457,False
478,500,6.0,0.2,0.08711760292570121,False
479,500,6.0,0.2,0.09567452887530992,False
480,500,6.0,0.2,0.09156667784322906,False
481,500,6.0,0.2,0.09140908697407166,False
482,500,6.0,0.2,0.09154655965931224,False
483,500,6.0,0.2,0.08714126998013394,False
484,500,6.0,0.2,0.09141298829539392,False
485,500,6.0,0.2,0.08640013886890888,False
486,500,6.0,0.2,0.09193954036948945,False
487,500,6.0,0.2,0.09146336007855216,False
488,500,6.0,0.2,0.08776089711777664,False
489,500,6.0,0.2,0.09659898597253326,False
490,500,6.0,0.2,0.08389299228891946,False
491,500,6.0,0.2,0.09290829618041598,False
492,500,6.0,0.2,0.09315167004104008,False
493,500,6.0,0.2,0.09291839196944564,False
494,500,6.0,0.2,0.09301381665611405,False
495,500,6.0,0.2,0.08906514161188366,False
496,500,6.0,0.2,0.10115016171475862,False
497,500,6.0,0.2,0.08398524184866352,False
498,500,6.0,0.2,0.08474100077644783,False
499,500,6.0,0.2,0.09169288164374505,False
500,500,6.0,0.2,0.08704928834113888,True
501,500,6.0,0.2,0.09861364301115604,True
502,500,6.0,0.2,0.10415625381519505,True
503,500,6.0,0.2,0.08518088821927702,True
504,500,6.0,0.2,0.0925984206251052,True
505,500,6.0,0.2,0.09542222332363097,True
506,500,6.0,0.2,0.09253032395861034,True
507,500,6.0,0.2,0.10126458744531823,True
508,500,6.0,0.2,0.09534308663416706,True
509,500,6.0,0.2,0.10256010858070744,True
510,500,6.0,0.2,0.1049687283367961,True
511,500,6.0,0.2,0.07636259502736346,True
512,500,6.0,0.2,0.09251303259555131,True
513,500,6.0,0.2,0.09507092666998851,True
514,500,6.0,0.2,0.08875901895372827,True
515,500,6.0,0.2,0.09727408665165671,True
516,500,6.0,0.2,0.08716302113842153,True
517,500,6.0,0.2,0.07468747608351309,True
518,500,6.0,0.2,0.08473288150820503,True
519,500,6.0,0.2,0.09112973183539333,True
520,500,6.0,0.2,0.08590911918675401,True
521,500,6.0,0.2,0.1013599510781379,True
522,500,6.0,0.2,0.09935238599889896,True
523,500,6.0,0.2,0.09778176368697486,True
524,500,6.0,0.2,0.0868302828013384,True
525,500,6.0,0.2,0.09926231829996655,True
526,500,6.0,0.2,0.10871653411172365,True
527,500,6.0,0.2,0.09600892760891744,True
528,500,6.0,0.2,0.09051352878496798,True
529,500,6.0,0.2,0.09096091736996224,True
530,500,6.0,0.2,0.08196482153984098,True
531,500,6.0,0.2,0.09512858840853386,True
532,500,6.0,0.2,0.10098977157275679,True
533,500,6.0,0.2,0.08708857395135738,True
534,500,6.0,0.2,0.09138774623877768,True
535,500,6.0,0.2,0.09713856545709341,True
536,500,6.0,0.2,0.07604545748140412,True
537,500,6.0,0.2,0.08624353599248646,True
538,500,6.0,0.2,0.09642353055838714,True
539,500,6.0,0.2,0.09375736383551311,True
540,500,6.0,0.2,0.08757648092123278,True
541,500,6.0,0.2,0.09388763009758001,True
542,500,6.0,0.2,0.09028792907577987,True
543,500,6.0,0.2,0.09674684501666667,True
544,500,6.0,0.2,0.08781595254719238,True
545,500,6.0,0.2,0.09595614846466839,True
546,500,6.0,0.2,0.09703769498897555,True
547,500,6.0,0.2,0.09539688452742617,True
548,500,6.0,0.2,0.09718405330057578,True
549,500,6.0,0.2,0.09470509998987485,True
550,500,6.0,0.2,0.08569231868675622,True
551,500,6.0,0.2,0.09559449483450722,True
552,500,6.0,0.2,0.08241490372429457,True
553,500,6.0,0.2,0.09309285962491222,True
554,500,6.0,0.2,0.09917732854753157,True
555,500,6.0,0.2,0.09775852521720306,True
556,500,6.0,0.2,0.08871675642675639,True
557,500,6.0,0.2,0.08187056353824591,True
558,500,6.0,0.2,0.0856953458137406,True
559,500,6.0,0.2,0.08225952373549023,True
560,500,6.0,0.2,0.08005300420628246,True
561,500,6.0,0.2,0.09472907630770838,True
562,500,6.0,0.2,0.10634580525334753,True
563,500,6.0,0.2,0.092197140149226,True
564,500,6.0,0.2,0.09524363917488485,True
565,500,6.0,0.2,0.09258198234501121,True
566,500,6.0,0.2,0.08649188331472321,True
567,500,6.0,0.2,0.09013517420366024,True
568,500,6.0,0.2,0.08445884846894428,True
569,500,6.0,0.2,0.08427441895645664,True
570,500,6.0,0.2,0.09511483583475679,True
571,500,6.0,0.2,0.10048627469929622,True
572,500,6.0,0.2,0.08533924829751895,True
573,500,6.0,0.2,0.0808387147090023,True
574,500,6.0,0.2,0.09803444808053799,True
575,500,6.0,0.2,0.0927958092960493,True
576,500,6.0,0.2,0.09543724771298104,True
577,500,6.0,0.2,0.11016706191576982,True
578,500,6.0,0.2,0.08567285057257873,True
579,500,6.0,0.2,0.1008690508821738,True
580,500,6.0,0.2,0.0931293304108569,True
581,500,6.0,0.2,0.08272354702000193,True
582,500,6.0,0.2,0.09613819448099566,True
583,500,6.0,0.2,0.10022308598403132,True
584,500,6.0,0.2,0.09194521904108992,True
585,500,6.0,0.2,0.08113921248624227,True
586,500,6.0,0.2,0.08321170096485499,True
587,500,6.0,0.2,0.10085591196501754,True
588,500,6.0,0.2,0.09661403009060923,True
589,500,6.0,0.2,0.08615642070050308,True
590,500,6.0,0.2,0.08888588066612155,True
591,500,6.0,0.2,0.09365384072169199,True
592,500,6.0,0.2,0.09191480404894643,True
593,500,6.0,0.2,0.10323583998680838,True
594,500,6.0,0.2,0.08936927835930356,True
595,500,6.0,0.2,0.08909828792204093,True
596,500,6.0,0.2,0.10833007669760991,True
597,500,6.0,0.2,0.08568618088933927,True
598,500,6.0,0.2,0.10579629190697214,True
599,500,6.0,0.2,0.09784858624067982,True
600,500,6.0,0.30000000000000004,0.11686592356865516,False
601,500,6.0,0.30000000000000004,0.11624883988989665,False
602,500,6.0,0.30000000000000004,0.12239781068003701,False
603,500,6.0,0.30000000000000004,0.1147185185838508,False
604,500,6.0,0.30000000000000004,0.12918394505156439,False
